ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
7134,,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,2024-07-24,2024-07-24,,Miscellaneous,Dr Danny Chambers,5304,,,,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/7134
6498,,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,2024-07-24,2024-07-24,,Miscellaneous,Adam Dance,5191,,,,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6498
7146,,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",2024-07-24,2024-07-24,,Miscellaneous,Terry Jermy,5338,,,,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7146
7275,,"Trustee, Best for Britain. This is an unpaid role.",2024-07-24,2024-07-24,,Miscellaneous,Miatta Fahnbulleh,5099,,08/07/2024,,"Trustee, Best for Britain. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7275
7144,,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",2024-07-24,2024-07-24,,Miscellaneous,Terry Jermy,5338,,,,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7144
6960,,"Non executive director of UK100, local government climate action network.",2024-07-23,2024-07-24,,Miscellaneous,Ms Polly Billington,5123,,08/07/2024,,"Non executive director of UK100, local government climate action network.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6960
7024,,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Gill German,5104,,15/07/2024,,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7024
7071,,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,2024-07-23,2024-07-23,,Miscellaneous,Mr Paul Foster,5074,,,,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,Other,https://interests-api.parliament.uk/api/v1/Interests/7071
6601,,Board Member of Hull and Humber Chamber. This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Sir Nicholas Dakin,4056,,,,Board Member of Hull and Humber Chamber. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6601
6951,,Trustee of Ability Access (dormant charity). This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Mr Peter Bedford,5330,,,,Trustee of Ability Access (dormant charity). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6951
7058,,Unpaid Directorship of Project Furnishings Management Ltd.,2024-07-23,2024-07-23,,Miscellaneous,Mr Paul Foster,5074,,,,Unpaid Directorship of Project Furnishings Management Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7058
6600,,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",2024-07-23,2024-07-23,,Miscellaneous,Sir Nicholas Dakin,4056,,,,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6600
1447,,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",2023-03-14,2024-07-23,,Miscellaneous,Jess Phillips,4370,21/10/2015,17/07/2024,,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1447
7053,,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",2024-07-23,2024-07-23,,Miscellaneous,Llinos Medi,5085,,,,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7053
7083,,Hatfield Town Councillor (Parish Council). This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Lee Pitcher,5233,,,,Hatfield Town Councillor (Parish Council). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7083
7090,,"School Governor, New Marske Primary School. This is an unpaid role.",2024-07-23,2024-07-23,,Miscellaneous,Luke Myer,5147,,,,"School Governor, New Marske Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7090
6948,,Trustee of North Lincolnshire MIND. This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Sir Nicholas Dakin,4056,,,,Trustee of North Lincolnshire MIND. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6948
7012,,Bradford on Avon Town Councillor. This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Sarah Gibson,5239,,,,Bradford on Avon Town Councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7012
7051,,County Councillor Ynys Mon Council. This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Llinos Medi,5085,,,,County Councillor Ynys Mon Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7051
7050,,Mountain Rescue Team Member. This is an unpaid role.,2024-07-23,2024-07-23,,Miscellaneous,Josh MacAlister,5033,05/07/2024,,,Mountain Rescue Team Member. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7050
7054,,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",2024-07-23,2024-07-23,,Miscellaneous,Llinos Medi,5085,,,,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7054
7055,,"School Governor, Llanfechell Primary School. This is an unpaid role.",2024-07-23,2024-07-23,,Miscellaneous,Llinos Medi,5085,,,,"School Governor, Llanfechell Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7055
6819,,"Unpaid Director, IM Campaigns Ltd.",2024-07-22,2024-07-22,2024-10-27,Miscellaneous,Martin McCluskey,5129,,08/10/2024,,"Unpaid Director, IM Campaigns Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6819
6863,,Unpaid Director of PFPM Preston Ltd,2024-07-22,2024-07-22,,Miscellaneous,Mr Paul Foster,5074,,,,Unpaid Director of PFPM Preston Ltd,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6863
6931,,"Unpaid Director, Suffolk Ventures Limited.",2024-07-22,2024-07-22,,Miscellaneous,Patrick Spencer,5303,,,,"Unpaid Director, Suffolk Ventures Limited.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6931
6902,,Co-chair and member of Llanarthne  Area Pylon Group. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Ann Davies,5177,,,,Co-chair and member of Llanarthne  Area Pylon Group. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6902
6929,,"Unpaid Director, Blue WV Limited.",2024-07-22,2024-07-22,,Miscellaneous,Patrick Spencer,5303,,,,"Unpaid Director, Blue WV Limited.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6929
6853,,Local Government Association Mentor. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Margaret Mullane,5272,,,,Local Government Association Mentor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6853
6900,,Member of Nantgaredig Governors. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Ann Davies,5177,,,,Member of Nantgaredig Governors. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6900
6901,,Member of the Llanarthne New Village Hall and Community Hub. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Ann Davies,5177,,,,Member of the Llanarthne New Village Hall and Community Hub. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6901
6836,,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Henry Tufnell,5121,,,,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6836
6899,,Chair of Governors at Ysgol  Llanddarog Wirfoddol yr Eglwys yng Nghymru. This is an unpaid role.,2024-07-22,2024-07-22,,Miscellaneous,Ann Davies,5177,,,,Chair of Governors at Ysgol  Llanddarog Wirfoddol yr Eglwys yng Nghymru. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6899
6816,,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",2024-07-22,2024-07-22,,Miscellaneous,Martin McCluskey,5129,23/04/2023,21/07/2024,,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6816
6796,,PLP Representative on Labour Party National Executive Committee.,2024-07-22,2024-07-22,,Miscellaneous,Luke Akehurst,5112,17/07/2024,,,PLP Representative on Labour Party National Executive Committee.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6796
6815,,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",2024-07-22,2024-07-22,2024-09-04,Miscellaneous,Martin McCluskey,5129,,01/08/2024,,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6815
6820,,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",2024-07-22,2024-07-22,2024-09-04,Miscellaneous,Martin McCluskey,5129,,04/09/2024,,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6820
6817,,"Trustee, Birkmyre Trust. This is an unpaid role.",2024-09-04,2024-07-22,,Miscellaneous,Martin McCluskey,5129,,04/09/2024,,"Trustee, Birkmyre Trust. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6817
6808,,"Unpaid Director/Trustee of Belvedere Community Forum, a charitable company running a Community Centre and carrying out other community and charitable work within Belvedere in the London Borough of Bexley.",2024-07-22,2024-07-22,,Miscellaneous,Daniel Francis,5184,,,,"Unpaid Director/Trustee of Belvedere Community Forum, a charitable company running a Community Centre and carrying out other community and charitable work within Belvedere in the London Borough of Bexley.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6808
6874,,Owner and head instructor of 10th Planet Jiu Jitsu Swindon.,2024-07-22,2024-07-22,,Miscellaneous,Will Stone,5035,,08/07/2024,,Owner and head instructor of 10th Planet Jiu Jitsu Swindon.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6874
6585,,Deputy chair Fleetwood Beach wheelchairs.  This is an unpaid role.,2024-07-18,2024-07-19,,Miscellaneous,Lorraine Beavers,5232,,,,Deputy chair Fleetwood Beach wheelchairs.  This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6585
6435,,Chair of Chesterfield Constituency Labour Party.,2024-07-16,2024-07-19,,Miscellaneous,Jonathan Davies,5256,,26/07/2024,,Chair of Chesterfield Constituency Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6435
6735,,"Vice Chair, Labour Campaign for International Development. This is an unpaid role.",2024-07-19,2024-07-19,,Miscellaneous,David Taylor,5348,,,,"Vice Chair, Labour Campaign for International Development. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6735
6582,,Unpaid director of Threshed Thought Ltd,2024-07-18,2024-07-19,,Miscellaneous,Mike Martin,5219,,,,Unpaid director of Threshed Thought Ltd,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6582
2010,,Vice President (unpaid) of the Local Government Association.,2020-12-02,2024-07-19,2024-07-19,Miscellaneous,Dan Jarvis,4243,02/11/2020,05/07/2024,,Vice President (unpaid) of the Local Government Association.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2010
6738,,"Unpaid Director of BigByte Digital Ltd, a software company.",2024-07-19,2024-07-19,,Miscellaneous,David Reed,5347,,,,"Unpaid Director of BigByte Digital Ltd, a software company.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6738
6769,,Councillor for Cinderford Town Council. This is an unpaid role.,2024-07-19,2024-07-19,,Miscellaneous,Matt Bishop,5323,,,,Councillor for Cinderford Town Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6769
6671,,Trustee of Wollaston Village Hall. This is an unpaid role.,2024-07-18,2024-07-19,,Miscellaneous,Cat Eccles,5293,,,,Trustee of Wollaston Village Hall. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6671
6725,,Trustee of the Foundation for Active Community Engagement (FACE). This is an unpaid role.,2024-07-19,2024-07-19,,Miscellaneous,Claire Hazelgrove,5306,,,,Trustee of the Foundation for Active Community Engagement (FACE). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6725
6419,,Director of Plumtree Hotels (Dragon) Ltd. This is an unpaid role.,2024-07-16,2024-07-19,,Miscellaneous,Andrew Ranger,5046,,,,Director of Plumtree Hotels (Dragon) Ltd. This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/6419
6726,,"A Fellow of Radix, a think tank for the radical centre.",2024-07-19,2024-07-19,,Miscellaneous,Claire Hazelgrove,5306,,,,"A Fellow of Radix, a think tank for the radical centre.",Other,https://interests-api.parliament.uk/api/v1/Interests/6726
6293,,Chair of Ealing Central and Acton Labour Party. This is an unpaid role.,2024-07-18,2024-07-19,,Miscellaneous,Peter Swallow,5165,,25/07/2024,,Chair of Ealing Central and Acton Labour Party. This is an unpaid role.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6293
6434,,"Councillor, Chesterfield Borough Council.",2024-07-16,2024-07-19,,Miscellaneous,Jonathan Davies,5256,,,,"Councillor, Chesterfield Borough Council.",Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/6434
6611,,Board member of Long Eaton Town Deal Board. This is an unpaid role.,2024-07-18,2024-07-19,,Miscellaneous,Adam Thompson,5044,05/07/2024,,,Board member of Long Eaton Town Deal Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6611
6612,,Unpaid Director of Erewash Partnership.,2024-07-18,2024-07-19,,Miscellaneous,Adam Thompson,5044,05/07/2024,,,Unpaid Director of Erewash Partnership.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6612
6723,,Trustee of Girlguiding Bristol and South Gloucestershire. This is an unpaid role.,2024-07-19,2024-07-19,,Miscellaneous,Claire Hazelgrove,5306,,,,Trustee of Girlguiding Bristol and South Gloucestershire. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6723
6742,,Deputy Headteacher,2024-07-19,2024-07-19,,Miscellaneous,Mrs Sureena Brackenridge,5152,,07/07/2024,,Deputy Headteacher,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6742
6413,,"Councillor, Offa Community Council. This is an unpaid role.",2024-07-16,2024-07-19,,Miscellaneous,Andrew Ranger,5046,,,,"Councillor, Offa Community Council. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6413
6649,,Trustee of Mortimer Terrace Nature Reserve. This is an unpaid role.,2024-07-18,2024-07-18,,Miscellaneous,Siân Berry,5314,,,,Trustee of Mortimer Terrace Nature Reserve. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6649
6606,,Non Executive Director of Shropshire Towns & Rural (STAR) housing association. This is an unpaid role.,2024-07-18,2024-07-18,,Miscellaneous,Julia Buckley,5171,,,,Non Executive Director of Shropshire Towns & Rural (STAR) housing association. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6606
6604,,Unpaid Unitary Councillor on Shropshire Council.,2024-07-18,2024-07-18,,Miscellaneous,Julia Buckley,5171,,,,Unpaid Unitary Councillor on Shropshire Council.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6604
6666,,"Honorary President, Farmers’ Choir Northern Ireland. This is an unpaid role.",2024-07-18,2024-07-18,,Miscellaneous,Robin Swann,5319,,,,"Honorary President, Farmers’ Choir Northern Ireland. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6666
6537,,Chairman of Age Concern Barnstaple and North Devon. This is an unpaid role.,2024-07-17,2024-07-18,2024-10-04,Miscellaneous,Ian Roome,5138,,01/10/2024,,Chairman of Age Concern Barnstaple and North Devon. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6537
6369,,Governor of Sunnyfields Primary School. This is an unpaid role.,2024-07-18,2024-07-18,,Miscellaneous,David Pinto-Duschinsky,5360,,,,Governor of Sunnyfields Primary School. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6369
6370,,Fellow of the Royal Society of the Arts. This is an unpaid role.,2024-07-18,2024-07-18,,Miscellaneous,David Pinto-Duschinsky,5360,,,,Fellow of the Royal Society of the Arts. This is an unpaid role.,Other,https://interests-api.parliament.uk/api/v1/Interests/6370
6566,,"Unpaid Director, Restitute CIC.",2024-07-17,2024-07-18,,Miscellaneous,Alex Mayer,5141,,,,"Unpaid Director, Restitute CIC.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6566
6605,,Elected Labour Group leader on Shropshire Council (opposition). This was an unpaid role since my election.,2024-07-18,2024-07-18,,Miscellaneous,Julia Buckley,5171,,08/07/2024,,Elected Labour Group leader on Shropshire Council (opposition). This was an unpaid role since my election.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6605
6319,,Chair of Ulverston Business Improvement District,2024-07-15,2024-07-17,,Miscellaneous,Michelle Scrogham,5049,,17/07/2024,,Chair of Ulverston Business Improvement District,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6319
6495,,South Petherton Parish Councilor. This is an unpaid role.,2024-07-17,2024-07-17,,Miscellaneous,Adam Dance,5191,,,,South Petherton Parish Councilor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6495
6364,,Housing and Communities Spokesperson for the Green Party of England and Wales,2024-07-16,2024-07-17,,Miscellaneous,Ellie Chowns,5249,,,,Housing and Communities Spokesperson for the Green Party of England and Wales,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6364
6565,,"Trustee, Show Racism the Red Card charity. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Alex Mayer,5141,,,,"Trustee, Show Racism the Red Card charity. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6565
6531,,"Member of the Council of Management and Governor, The Ditchley Foundation. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Emma Reynolds,4077,,,,"Member of the Council of Management and Governor, The Ditchley Foundation. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6531
6562,,Unpaid Director with Bee Herd Media Ltd.,2024-07-17,2024-07-17,,Miscellaneous,Chris Kane,5155,,,,Unpaid Director with Bee Herd Media Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6562
6517,,"Chair of Board of Governors, Moorfields Primary School. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Jim Allister,5356,,,,"Chair of Board of Governors, Moorfields Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6517
6064,,Platform Portsmouth Founding Member. This is an unpaid role.,2024-07-17,2024-07-17,,Miscellaneous,Amanda Martin,5294,,,,Platform Portsmouth Founding Member. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6064
6416,,Director of Plumtree Hotels Ltd.,2024-07-16,2024-07-17,,Miscellaneous,Andrew Ranger,5046,,,,Director of Plumtree Hotels Ltd.,Other,https://interests-api.parliament.uk/api/v1/Interests/6416
6559,,"Governor, Hollesley Waldringfield Partnership. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Patrick Spencer,5303,,,,"Governor, Hollesley Waldringfield Partnership. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6559
6549,,"Director of Prema Arts Centre, Uley. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Dr Simon Opher,5030,,,,"Director of Prema Arts Centre, Uley. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6549
6438,,Chair of Earley and Woodley Constituency Labour Party.,2024-07-16,2024-07-17,,Miscellaneous,Yuan Yang,5267,,29/07/2024,,Chair of Earley and Woodley Constituency Labour Party.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/6438
6252,,District Councillor for Royston Palace ward on North Herts District Council. This is an unpaid role.,2024-07-15,2024-07-17,2024-09-30,Miscellaneous,Chris Hinchliff,5244,,02/09/2024,,District Councillor for Royston Palace ward on North Herts District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6252
6066,,"Trustee of the Lucy Lund Fund, a charity for people who require rest or a holiday and who are in need of financial assistance. This is an unpaid role.",2024-07-17,2024-07-17,,Miscellaneous,Amanda Martin,5294,,,,"Trustee of the Lucy Lund Fund, a charity for people who require rest or a holiday and who are in need of financial assistance. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6066
6358,,"Lecturer, University of Birmingham. This is an unpaid role.",2024-07-16,2024-07-16,,Miscellaneous,Ellie Chowns,5249,,08/07/2024,,"Lecturer, University of Birmingham. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6358
6346,,"Governor, Abbey Hill Academy and College. This is an unpaid role.",2024-07-16,2024-07-16,,Miscellaneous,Gareth Snell,4595,,,,"Governor, Abbey Hill Academy and College. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6346
6380,,Member of Cheadle Towns Fund Board. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Tom Morrison,5090,,,,Member of Cheadle Towns Fund Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6380
6351,,School Governor of Hepworth J&I School. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Paul Davies,5317,,10/07/2024,,School Governor of Hepworth J&I School. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6351
6496,,Parent Governor of St John's School Marlborough. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Mr Calvin Bailey,5054,,,,Parent Governor of St John's School Marlborough. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6496
6330,,"School Community Governor, Wormley Primary School.",2024-07-15,2024-07-16,,Miscellaneous,Lewis Cocking,5050,01/11/2020,05/07/2024,,"School Community Governor, Wormley Primary School.",Other,https://interests-api.parliament.uk/api/v1/Interests/6330
6385,,Trustee of John Smith Trust. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Stephen Gethins,4434,,,,Trustee of John Smith Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6385
6357,,Board Member of the Visit Windsor Partnership Board. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Mr Joshua Reynolds,5343,,,,Board Member of the Visit Windsor Partnership Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6357
6371,,"Trustee (unpaid) with Helpforce Community, a charity that accelerates the growth and impact of volunteering in health and care organisations in the UK.",2024-07-16,2024-07-16,,Miscellaneous,Anna Dixon,5281,,,,"Trustee (unpaid) with Helpforce Community, a charity that accelerates the growth and impact of volunteering in health and care organisations in the UK.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6371
6421,,Unpaid director of UK Hospitality Partners Ltd.,2024-07-16,2024-07-16,,Miscellaneous,Andrew Ranger,5046,,,,Unpaid director of UK Hospitality Partners Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6421
6343,,"Governor, City of Stoke-on-Trent 6th Form College. This is an unpaid role.",2024-07-16,2024-07-16,,Miscellaneous,Gareth Snell,4595,,,,"Governor, City of Stoke-on-Trent 6th Form College. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6343
6349,,Trustee of Eastbourne's Towner Art Gallery. This is an unpaid role.,2024-07-16,2024-07-16,,Miscellaneous,Josh Babarinde,5086,06/06/2022,,,Trustee of Eastbourne's Towner Art Gallery. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6349
6250,,"Trustee, Together for the Common Good. This is an unpaid role.",2024-07-15,2024-07-15,,Miscellaneous,David Smith,5218,,,,"Trustee, Together for the Common Good. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6250
6290,,"Unpaid councillor, London Borough of Ealing.",2024-07-15,2024-07-15,,Miscellaneous,Gregory Stafford,5351,,,,"Unpaid councillor, London Borough of Ealing.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6290
6262,,Regional Executive Committee Member of Eastern Region Labour Party. This is an unpaid role.,2024-07-15,2024-07-15,,Miscellaneous,Chris Vince,5237,05/07/2024,,,Regional Executive Committee Member of Eastern Region Labour Party. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6262
2113,,District President of Torfaen Scouts (unpaid role).,2022-03-14,2024-07-15,,Miscellaneous,Nick Thomas-Symonds,4479,11/03/2022,08/07/2024,,District President of Torfaen Scouts (unpaid role).,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/2113
6260,,Trustee of The Birmingham Settlement. This is an unpaid role.,2024-07-15,2024-07-15,,Miscellaneous,Alex Ballinger,5238,,,,Trustee of The Birmingham Settlement. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6260
10448,,Unpaid Councillor for Falkirk South.,2024-07-15,2024-07-15,,Miscellaneous,Euan Stainbank,5110,,09/08/2024,,Unpaid Councillor for Falkirk South.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10448
6307,,"Trustee of Gwithian Chapel Ltd, small village charity that owns and administrates a community hall. This is an unpaid role.",2024-07-15,2024-07-15,,Miscellaneous,Fred Thomas,5174,,,,"Trustee of Gwithian Chapel Ltd, small village charity that owns and administrates a community hall. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6307
3551,,"Deputy Chairman of the Conservative Party. This post carries a part-time salary of £10,000 per annum.",2023-11-29,2024-07-12,2024-07-11,Miscellaneous,Dr Ben Spencer,4785,24/11/2023,06/07/2024,,"Deputy Chairman of the Conservative Party. This post carries a part-time salary of £10,000 per annum.",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/3551
6197,,Unpaid Director of MGillett Consulting Ltd.,2024-07-12,2024-07-12,,Miscellaneous,Monica Harding,5299,,,,Unpaid Director of MGillett Consulting Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6197
1559,,Unremunerated director of Political Quarterly Publishing Company Ltd.,2016-10-12,2024-07-12,2024-07-11,Miscellaneous,Ed Miliband,1510,15/09/2016,24/05/2024,,Unremunerated director of Political Quarterly Publishing Company Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/1559
