ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
6358,,"Lecturer, University of Birmingham. This is an unpaid role.",16/07/2024,16/07/2024,,Miscellaneous,Ellie Chowns,5249,,08/07/2024,,"Lecturer, University of Birmingham. This is an unpaid role.",Unpaid role
6392,,"Director, Greenock Arts Guild (Beacon Arts Centre). This is an unpaid role.",16/07/2024,16/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Director, Greenock Arts Guild (Beacon Arts Centre). This is an unpaid role.",Unpaid role
6349,,Trustee of Eastbourne's Towner Art Gallery. This is an unpaid role.,16/07/2024,16/07/2024,,Miscellaneous,Josh Babarinde,5086,06/06/2022,,,Trustee of Eastbourne's Towner Art Gallery. This is an unpaid role.,Unpaid role
6496,,Parent Governor of St John's School Marlborough. This is an unpaid role.,16/07/2024,16/07/2024,,Miscellaneous,Mr Calvin Bailey,5054,,,,Parent Governor of St John's School Marlborough. This is an unpaid role.,Unpaid role
6330,,"School Community Governor, Wormley Primary School.",15/07/2024,16/07/2024,,Miscellaneous,Lewis Cocking,5050,01/11/2020,05/07/2024,,"School Community Governor, Wormley Primary School.",Other
6371,,"Trustee (unpaid) with Helpforce Community, a charity that accelerates the growth and impact of volunteering in health and care organisations in the UK.",16/07/2024,16/07/2024,,Miscellaneous,Anna Dixon,5281,,,,"Trustee (unpaid) with Helpforce Community, a charity that accelerates the growth and impact of volunteering in health and care organisations in the UK.",Unpaid role
6385,,Trustee of John Smith Trust. This is an unpaid role.,16/07/2024,16/07/2024,,Miscellaneous,Stephen Gethins,4434,,,,Trustee of John Smith Trust. This is an unpaid role.,Unpaid role
6421,,Unpaid director of UK Hospitality Partners Ltd.,16/07/2024,16/07/2024,,Miscellaneous,Andrew Ranger,5046,,,,Unpaid director of UK Hospitality Partners Ltd.,Unpaid role
6357,,Board Member of the Visit Windsor Partnership Board. This is an unpaid role.,16/07/2024,16/07/2024,,Miscellaneous,Mr Joshua Reynolds,5343,,,,Board Member of the Visit Windsor Partnership Board. This is an unpaid role.,Unpaid role
6343,,"Governor, City of Stoke-on-Trent 6th Form College. This is an unpaid role.",16/07/2024,16/07/2024,,Miscellaneous,Gareth Snell,4595,,,,"Governor, City of Stoke-on-Trent 6th Form College. This is an unpaid role.",Unpaid role
6250,,"Trustee, Together for the Common Good. This is an unpaid role.",15/07/2024,15/07/2024,,Miscellaneous,David Smith,5218,,,,"Trustee, Together for the Common Good. This is an unpaid role.",Unpaid role
6262,,Regional Executive Committee Member of Eastern Region Labour Party. This is an unpaid role.,15/07/2024,15/07/2024,,Miscellaneous,Chris Vince,5237,05/07/2024,,,Regional Executive Committee Member of Eastern Region Labour Party. This is an unpaid role.,Unpaid role
2113,,District President of Torfaen Scouts (unpaid role).,14/03/2022,15/07/2024,,Miscellaneous,Nick Thomas-Symonds,4479,11/03/2022,08/07/2024,,District President of Torfaen Scouts (unpaid role).,Unpaid role
6260,,Trustee of The Birmingham Settlement. This is an unpaid role.,15/07/2024,15/07/2024,,Miscellaneous,Alex Ballinger,5238,,,,Trustee of The Birmingham Settlement. This is an unpaid role.,Unpaid role
6290,,"Unpaid councillor, London Borough of Ealing.",15/07/2024,15/07/2024,,Miscellaneous,Gregory Stafford,5351,,,,"Unpaid councillor, London Borough of Ealing.",Unpaid role
6307,,"Trustee of Gwithian Chapel Ltd, small village charity that owns and administrates a community hall. This is an unpaid role.",15/07/2024,15/07/2024,,Miscellaneous,Fred Thomas,5174,,,,"Trustee of Gwithian Chapel Ltd, small village charity that owns and administrates a community hall. This is an unpaid role.",Unpaid role
10448,,Unpaid Councillor for Falkirk South.,15/07/2024,15/07/2024,,Miscellaneous,Euan Stainbank,5110,,09/08/2024,,Unpaid Councillor for Falkirk South.,Unpaid role
1559,,Unremunerated director of Political Quarterly Publishing Company Ltd.,12/10/2016,12/07/2024,11/07/2024,Miscellaneous,Ed Miliband,1510,15/09/2016,24/05/2024,,Unremunerated director of Political Quarterly Publishing Company Ltd.,Unpaid role
2135,,"Vice-President (unremunerated) of the Local Government Association, which works with councils to support, promote and improve local government.",10/01/2020,12/07/2024,11/07/2024,Miscellaneous,Catherine West,4523,09/10/2020,11/07/2024,,"Vice-President (unremunerated) of the Local Government Association, which works with councils to support, promote and improve local government.",Unpaid role
2136,,Trustee of the Liverpool School of Tropical Medicine. This is an unpaid role.,25/10/2022,12/07/2024,,Miscellaneous,Catherine West,4523,30/09/2022,10/07/2024,,Trustee of the Liverpool School of Tropical Medicine. This is an unpaid role.,Unpaid role
2646,,"Chair of Labour Digital, a members' association for those with an interest in technology. This was an unpaid role.",03/04/2023,12/07/2024,12/07/2024,Miscellaneous,Darren Jones,4621,,11/10/2023,,"Chair of Labour Digital, a members' association for those with an interest in technology. This was an unpaid role.",Unpaid role
3551,,"Deputy Chairman of the Conservative Party. This post carries a part-time salary of £10,000 per annum.",29/11/2023,12/07/2024,11/07/2024,Miscellaneous,Dr Ben Spencer,4785,24/11/2023,06/07/2024,,"Deputy Chairman of the Conservative Party. This post carries a part-time salary of £10,000 per annum.",Formal role with a party organisation
6197,,Unpaid Director of MGillett Consulting Ltd.,12/07/2024,12/07/2024,,Miscellaneous,Monica Harding,5299,,,,Unpaid Director of MGillett Consulting Ltd.,Unpaid role
6206,,Internal Audit Manager at Severn Trent plc. This is an unpaid role. (Prior to the General Election I held a remunerated post with Severn Trent plc.),12/07/2024,12/07/2024,,Miscellaneous,Mr Peter Bedford,5330,,31/07/2024,,Internal Audit Manager at Severn Trent plc. This is an unpaid role. (Prior to the General Election I held a remunerated post with Severn Trent plc.),Unpaid role
5958,,Director of the board of Scarlets Regional Ltd. This is an unpaid role.,09/07/2024,12/07/2024,,Miscellaneous,Tonia Antoniazzi,4623,15/05/2024,,,Director of the board of Scarlets Regional Ltd. This is an unpaid role.,Unpaid role
6014,,Trustee of Earlybirds Playgroup. This is an unpaid role.,10/07/2024,12/07/2024,,Miscellaneous,Matt Bishop,5323,,,,Trustee of Earlybirds Playgroup. This is an unpaid role.,Unpaid role
6015,,Public Governor of Gloucestershire NHS Hospitals Trust. This is an unpaid role.,10/07/2024,12/07/2024,,Miscellaneous,Matt Bishop,5323,,,,Public Governor of Gloucestershire NHS Hospitals Trust. This is an unpaid role.,Unpaid role
6016,,Committee Member of Cinderford Town Football Club. This is an unpaid role.,10/07/2024,12/07/2024,,Miscellaneous,Matt Bishop,5323,,,,Committee Member of Cinderford Town Football Club. This is an unpaid role.,Unpaid role
6198,,Unpaid Director of The Britain Project.,12/07/2024,12/07/2024,,Miscellaneous,Monica Harding,5299,,,,Unpaid Director of The Britain Project.,Unpaid role
6061,,Trustee National Education Museum. This is an unpaid role.,12/07/2024,12/07/2024,,Miscellaneous,Amanda Martin,5294,,,,Trustee National Education Museum. This is an unpaid role.,Unpaid role
6088,,Trustee of Broadstone Youth Club. This is an unpaid role.,11/07/2024,12/07/2024,,Miscellaneous,Vikki Slade,5327,05/07/2024,,,Trustee of Broadstone Youth Club. This is an unpaid role.,Unpaid role
6017,,Trustee of Razed Roof an Inclusive theatre company. This is an unpaid role.,10/07/2024,12/07/2024,,Miscellaneous,Chris Vince,5237,05/07/2024,,,Trustee of Razed Roof an Inclusive theatre company. This is an unpaid role.,Unpaid role
1651,,Foundation Director to the Cardinal Newman Catholic Educational Trust. This is an unpaid role.,30/03/2023,11/07/2024,,Miscellaneous,Darren Jones,4621,20/03/2023,05/07/2024,,Foundation Director to the Cardinal Newman Catholic Educational Trust. This is an unpaid role.,Unpaid role
1719,,A trustee of Rhondda Arts Festival in Treorchy (RAFT). This is an unpaid role.,17/08/2020,11/07/2024,27/02/2023,Miscellaneous,Chris Bryant,1446,01/07/2022,01/01/2024,,A trustee of Rhondda Arts Festival in Treorchy (RAFT). This is an unpaid role.,Unpaid role
1720,,A Member of the National Institute for Healthcare Research (NIHR) Brain Injury MedTech Co-operative Advisory Board. This is an unpaid role.,19/10/2022,11/07/2024,,Miscellaneous,Chris Bryant,1446,13/10/2022,07/07/2024,,A Member of the National Institute for Healthcare Research (NIHR) Brain Injury MedTech Co-operative Advisory Board. This is an unpaid role.,Unpaid role
6101,,Trustee of Pan Together,11/07/2024,11/07/2024,,Miscellaneous,Mr Richard Quigley,5144,,,,Trustee of Pan Together,Unpaid role
6128,,Trustee of the Brian David Hilton Will Trust (which owns a residential property in Ely with no financial benefit). This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Charlotte Cane,5182,,,,Trustee of the Brian David Hilton Will Trust (which owns a residential property in Ely with no financial benefit). This is an unpaid role.,Unpaid role
6129,,Honorary Director Reach Community Solar Farm Ltd. This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Charlotte Cane,5182,,,,Honorary Director Reach Community Solar Farm Ltd. This is an unpaid role.,Unpaid role
6103,,Non-Executive Director of Wrekin Housing Group.,11/07/2024,11/07/2024,,Miscellaneous,Shaun Davies,5041,05/07/2024,,,Non-Executive Director of Wrekin Housing Group.,Financial interest or material benefit
6187,,"Trustee of Friends of the Towans, Hayle. This is an unpaid role.",11/07/2024,11/07/2024,,Miscellaneous,Andrew George,227,,,,"Trustee of Friends of the Towans, Hayle. This is an unpaid role.",Unpaid role
6173,,Governor of the Royal Berkshire Hospital NHS Foundation Trust. This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Clive Jones,5207,05/07/2024,,,Governor of the Royal Berkshire Hospital NHS Foundation Trust. This is an unpaid role.,Unpaid role
6100,,Trustee of The Footprint Trust (Isle of Wight). This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Mr Richard Quigley,5144,,,,Trustee of The Footprint Trust (Isle of Wight). This is an unpaid role.,Unpaid role
6117,,Trustee of Curborough Community Association CIO. This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Dave Robertson,5126,,22/07/2024,,Trustee of Curborough Community Association CIO. This is an unpaid role.,Unpaid role
6089,,Trustee of Broadstone Neighbourhood Forum. This is an unpaid role.,10/07/2024,11/07/2024,,Miscellaneous,Vikki Slade,5327,05/07/2024,,,Trustee of Broadstone Neighbourhood Forum. This is an unpaid role.,Unpaid role
6134,,Board Member of Dorset Local Enterprise Partnership. This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Vikki Slade,5327,,,,Board Member of Dorset Local Enterprise Partnership. This is an unpaid role.,Unpaid role
6144,,Chair of Oxfordshire Co-operative Party branch. This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Sean Woodcock,5328,,06/07/2024,,Chair of Oxfordshire Co-operative Party branch. This is an unpaid role.,Unpaid role
6135,,Company Director - Seascape Group (BCP Council Property Company. As Leader I was appointed to the Board automatically). This is an unpaid role.,11/07/2024,11/07/2024,,Miscellaneous,Vikki Slade,5327,05/07/2024,,,Company Director - Seascape Group (BCP Council Property Company. As Leader I was appointed to the Board automatically). This is an unpaid role.,Unpaid role
6059,,Member of the Bar Council. This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Ayoub Khan,5357,,,,Member of the Bar Council. This is an unpaid role.,Unpaid role
6060,,Trustee treasurer of Loaves of Love (a constituted community group). This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Amanda Martin,5294,,,,Trustee treasurer of Loaves of Love (a constituted community group). This is an unpaid role.,Unpaid role
6063,,Trustee of STEMunity. This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Amanda Martin,5294,,,,Trustee of STEMunity. This is an unpaid role.,Unpaid role
6065,,Member of Portsmouth Supporters Trust Board. This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Amanda Martin,5294,,,,Member of Portsmouth Supporters Trust Board. This is an unpaid role.,Unpaid role
6011,,Trustee of the Redhills CIO  Charity based in Durham. This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Chris McDonald,5116,,,,Trustee of the Redhills CIO  Charity based in Durham. This is an unpaid role.,Unpaid role
6039,,Member of the Veterans Advisory and Pensions Committee (West Midlands). This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Dr Neil Shastri-Hurst,5197,,,,Member of the Veterans Advisory and Pensions Committee (West Midlands). This is an unpaid role.,Unpaid role
6018,,Member of NEC of the Cooperative Party. This is an unpaid role.,10/07/2024,10/07/2024,,Miscellaneous,Chris Vince,5237,,,,Member of NEC of the Cooperative Party. This is an unpaid role.,Unpaid role
1721,,A trustee of the History of Parliament Trust. This is an unpaid role.,27/02/2023,08/07/2024,08/07/2024,Miscellaneous,Chris Bryant,1446,31/12/2020,01/10/2023,,A trustee of the History of Parliament Trust. This is an unpaid role.,Unpaid role
5932,,I am a bank signatory for Community Unity Limited. This is an unpaid role.,28/05/2024,28/05/2024,,Miscellaneous,Jeremy Corbyn,185,27/02/2024,,,I am a bank signatory for Community Unity Limited. This is an unpaid role.,Unpaid role
5928,,"As part of a free bet, £250 was paid to a charity nominated by me.",28/05/2024,28/05/2024,,Miscellaneous,Kevin Hollinrake,4474,03/05/2024,,Betting and Gaming Council,"As part of a free bet, £250 was paid to a charity nominated by me.",Financial interest or material benefit
5890,,Member of the Blackpool Towns Board. This is an unpaid role.,24/05/2024,24/05/2024,,Miscellaneous,Chris Webb,5025,03/05/2024,,,Member of the Blackpool Towns Board. This is an unpaid role.,Unpaid role
5853,,"Trustee of CWUHA, a children's humanitarian charity. This is an unpaid role.",23/05/2024,23/05/2024,,Miscellaneous,Chris Webb,5025,,,,"Trustee of CWUHA, a children's humanitarian charity. This is an unpaid role.",Unpaid role
5854,,"Chair and trustee of Counselling in the Community, a mental health charity. This is an unpaid role.",23/05/2024,23/05/2024,,Miscellaneous,Chris Webb,5025,,03/05/2024,,"Chair and trustee of Counselling in the Community, a mental health charity. This is an unpaid role.",Unpaid role
5842,,Member of the Town Board for Cwmbran in my capacity as the local MP. This is an unpaid role.,21/05/2024,22/05/2024,,Miscellaneous,Nick Thomas-Symonds,4479,08/05/2024,,,Member of the Town Board for Cwmbran in my capacity as the local MP. This is an unpaid role.,Unpaid role
2104,,"A trustee of the Albany Theatre, Coventry. This is an unpaid role.",09/07/2020,13/05/2024,13/05/2024,Miscellaneous,Zarah Sultana,4786,06/07/2020,09/05/2024,,"A trustee of the Albany Theatre, Coventry. This is an unpaid role.",Unpaid role
5636,,"Member of Science Superpower Steering Group at UK Onward, an independent, not-for-profit Think Tank. I consulted ACOBA about this unpaid role.",07/05/2024,13/05/2024,,Miscellaneous,George Freeman,4020,26/04/2024,,,"Member of Science Superpower Steering Group at UK Onward, an independent, not-for-profit Think Tank. I consulted ACOBA about this unpaid role.",Unpaid role
5637,,Voluntary Advisory Council Member of the Centre for Long Term Resilience. I consulted ACOBA about this unpaid role.,07/05/2024,13/05/2024,,Miscellaneous,George Freeman,4020,06/05/2024,,,Voluntary Advisory Council Member of the Centre for Long Term Resilience. I consulted ACOBA about this unpaid role.,Unpaid role
5635,,"Strategic Adviser at The Centre for MC, a not for profit industry membership organisation focused on clinical research and development of cannabinoid pharmaceuticals and healthcare products. I consulted ACOBA about this role; it is currently unpaid.",07/05/2024,09/05/2024,,Miscellaneous,George Freeman,4020,06/04/2024,,,"Strategic Adviser at The Centre for MC, a not for profit industry membership organisation focused on clinical research and development of cannabinoid pharmaceuticals and healthcare products. I consulted ACOBA about this role; it is currently unpaid.",Unpaid role
5696,,Member of the Steering Group of the Institute for Government Academy. This is an unpaid role.,09/05/2024,09/05/2024,,Miscellaneous,Dame Meg Hillier,1524,07/05/2024,,,Member of the Steering Group of the Institute for Government Academy. This is an unpaid role.,Unpaid role
5687,,"Trustee of Friends of Fairfield Play Park, a registered charity that is seeking to establish a play park in the Fairfield Community for the benefit of residents and their children. This is an unpaid role.",09/05/2024,09/05/2024,,Miscellaneous,Matt Vickers,4844,01/05/2024,,,"Trustee of Friends of Fairfield Play Park, a registered charity that is seeking to establish a play park in the Fairfield Community for the benefit of residents and their children. This is an unpaid role.",Unpaid role
5654,,"Trustee of the PCPF Pension scheme, which oversees the pension fund for members and former members of the UK House of Commons. This is an unpaid role.",08/05/2024,08/05/2024,,Miscellaneous,Dame Meg Hillier,1524,15/10/2020,,,"Trustee of the PCPF Pension scheme, which oversees the pension fund for members and former members of the UK House of Commons. This is an unpaid role.",Unpaid role
5656,,"Member of the Advisory Board of Reform, a cross party think tank. This is an unpaid role.",08/05/2024,08/05/2024,,Miscellaneous,Dame Meg Hillier,1524,25/05/2021,,,"Member of the Advisory Board of Reform, a cross party think tank. This is an unpaid role.",Unpaid role
5598,,Member of Newark Town Board. This is an unpaid role.,03/05/2024,08/05/2024,,Miscellaneous,Robert Jenrick,4320,12/04/2024,,,Member of Newark Town Board. This is an unpaid role.,Unpaid role
5523,,Member of the London Regional Board of the Labour Party.,26/04/2024,29/04/2024,,Miscellaneous,Dame Meg Hillier,1524,21/03/2024,,,Member of the London Regional Board of the Labour Party.,Formal role with a party organisation
5495,,"Executive Chair, International Finance Facility for Education (IFFED). This is an unpaid role.",24/04/2024,25/04/2024,,Miscellaneous,Sir Julian Smith,4118,27/03/2024,,,"Executive Chair, International Finance Facility for Education (IFFED). This is an unpaid role.",Unpaid role
5483,,"As part of a free bet, £250 was paid to a charity nominated by me.",24/04/2024,24/04/2024,,Miscellaneous,Stephanie Peacock,4607,18/04/2024,,Betting & Gaming Council,"As part of a free bet, £250 was paid to a charity nominated by me.",Financial interest or material benefit
5420,,"Director of the China Research Group, a company limited by guarantee which works to inform MPs on the long term challenges arising from the rise of China. This is an unpaid role with no financial benefits.",23/04/2024,23/04/2024,,Miscellaneous,Alicia Kearns,4805,22/06/2023,,,"Director of the China Research Group, a company limited by guarantee which works to inform MPs on the long term challenges arising from the rise of China. This is an unpaid role with no financial benefits.",Unpaid role
5392,,Faith Envoy to the Labour Party (from 1 Aug 2007 to 1 October 2010: Labour Party Vice Chair for Faith Groups).,19/04/2024,23/04/2024,,Miscellaneous,Sir Stephen Timms,163,01/08/2007,,,Faith Envoy to the Labour Party (from 1 Aug 2007 to 1 October 2010: Labour Party Vice Chair for Faith Groups).,Formal role with a party organisation
5435,,Member of the British-American Parliamentary Group.,22/04/2024,23/04/2024,,Miscellaneous,Wendy Morton,4358,03/04/2024,,,Member of the British-American Parliamentary Group.,Unpaid role
1691,,"Unpaid director of Conservative Union Research Unit Ltd, which will provide research and briefings to Members on topics related to strengthening the union of the United Kingdom.",28/07/2021,15/04/2024,15/04/2024,Miscellaneous,Gareth Bacon,4798,14/06/2021,05/12/2023,,"Unpaid director of Conservative Union Research Unit Ltd, which will provide research and briefings to Members on topics related to strengthening the union of the United Kingdom.",Unpaid role
1396,,"Honorary President of the British Italian Conservatives, an unincorporated association comprising members of the Italian diaspora who support the Conservative Party.",24/05/2022,15/04/2024,19/03/2024,Miscellaneous,Alberto Costa,4439,18/05/2022,28/02/2024,,"Honorary President of the British Italian Conservatives, an unincorporated association comprising members of the Italian diaspora who support the Conservative Party.",Unpaid role
5284,,"Councillor, Somerset Council. This role has been unpaid since my election to Parliament.",17/08/2023,15/04/2024,12/04/2024,Miscellaneous,Sarah Dyke,4995,,,,"Councillor, Somerset Council. This role has been unpaid since my election to Parliament.",Unpaid role
5312,,Chair of the Attercliffe Area Board. This is an unpaid role.,15/04/2024,15/04/2024,,Miscellaneous,Mr Clive Betts,394,01/08/2023,,,Chair of the Attercliffe Area Board. This is an unpaid role.,Unpaid role
4541,,"Chair of The Alternative Dispute Resolution (ADR) Taskforce for Electricity Network Infrastructure, Department for Energy Security and Net Zero. This is an unpaid role.",19/03/2024,15/04/2024,,Miscellaneous,Sir Julian Smith,4118,18/03/2024,,,"Chair of The Alternative Dispute Resolution (ADR) Taskforce for Electricity Network Infrastructure, Department for Energy Security and Net Zero. This is an unpaid role.",Unpaid role
5173,,Trustee of Common Sense Media UK,09/04/2024,10/04/2024,,Miscellaneous,Sir Jeremy Wright,1560,27/03/2024,,,Trustee of Common Sense Media UK,Unpaid role
4786,,"Funding the legal fees for representing me in relation to complaints against the Institute of Economic Affairs and the Global Warming Policy Foundation. At the time of registration, the estimated value of this support is below the registrable threshold.",25/03/2024,09/04/2024,,Miscellaneous,Layla Moran,4656,05/03/2024,,Good Law Project,"Funding the legal fees for representing me in relation to complaints against the Institute of Economic Affairs and the Global Warming Policy Foundation. At the time of registration, the estimated value of this support is below the registrable threshold.",Financial interest or material benefit
4795,,An unpaid member of the Global Advisory Council for Tech India Advocates,25/03/2024,29/03/2024,,Miscellaneous,Navendu Mishra,4811,01/03/2024,,,An unpaid member of the Global Advisory Council for Tech India Advocates,Unpaid role
1609,,Director (unpaid) of Younis Bhatti & Co. Ltd (chartered accountants).,10/01/2020,18/03/2024,29/11/2023,Miscellaneous,Saqib Bhatti,4818,,13/11/2023,,Director (unpaid) of Younis Bhatti & Co. Ltd (chartered accountants).,Unpaid role
1395,,"Unpaid director of the Peace and Justice Project, a company limited by guarantee. The company promotes peace and justice issues, both domestic and international.",26/02/2021,18/03/2024,25/02/2022,Miscellaneous,Jeremy Corbyn,185,13/10/2020,,,"Unpaid director of the Peace and Justice Project, a company limited by guarantee. The company promotes peace and justice issues, both domestic and international.",Unpaid role
1356,,"Councillor, London Borough of Hackney. From 1st January 2020, I receive no allowances for this role.",10/01/2020,18/03/2024,,Miscellaneous,Feryal Clark,4822,,,,"Councillor, London Borough of Hackney. From 1st January 2020, I receive no allowances for this role.",Unpaid role
1662,,Director (unpaid) of West Central Ltd.,10/01/2020,18/03/2024,29/11/2023,Miscellaneous,Saqib Bhatti,4818,,13/11/2023,,Director (unpaid) of West Central Ltd.,Unpaid role
1831,,"In recognition of my previous 20 years' service, Sky Subscriber Services Ltd has provided me with an open-ended subscription to Sky television and telecommunication packages. Annual value for 2022-2023, approx. £500.",10/01/2020,18/03/2024,05/02/2024,Miscellaneous,Andrew Griffith,4874,,,Sky Subscriber Services Ltd,"In recognition of my previous 20 years' service, Sky Subscriber Services Ltd has provided me with an open-ended subscription to Sky television and telecommunication packages. Annual value for 2022-2023, approx. £500.",Financial interest or material benefit
1648,,"Deputy Chairman of the Conservative Party. This part time role would have carried an annual salary of £10,000 from 11 January 2024, but I will not receive any payment for it.",03/03/2023,18/03/2024,17/01/2024,Miscellaneous,Lee Anderson,4743,06/02/2023,16/01/2024,,"Deputy Chairman of the Conservative Party. This part time role would have carried an annual salary of £10,000 from 11 January 2024, but I will not receive any payment for it.",Formal role with a party organisation
3543,,"Trustee of the John Clare Trust, which runs John Clare Cottage, preserving it and the poet’s works for future generations. This is an unpaid role.",23/11/2023,18/03/2024,,Miscellaneous,Sir John Hayes,350,01/03/2019,,,"Trustee of the John Clare Trust, which runs John Clare Cottage, preserving it and the poet’s works for future generations. This is an unpaid role.",Unpaid role
1422,,"Councillor, Perth and Kinross Council from 1st January 2020. I receive no allowances for this role.",07/01/2020,18/03/2024,,Miscellaneous,Dave Doogan,4736,,,,"Councillor, Perth and Kinross Council from 1st January 2020. I receive no allowances for this role.",Unpaid role
1965,,A governor and director (unremunerated) of Luton Sixth Form College.,11/01/2020,18/03/2024,12/03/2024,Miscellaneous,Rachel Hopkins,4873,,15/11/2023,,A governor and director (unremunerated) of Luton Sixth Form College.,Unpaid role
1940,,"Director (unpaid) of The Norfolk Way, a non-profit social enterprise.",02/02/2018,18/03/2024,12/02/2024,Miscellaneous,George Freeman,4020,,21/07/2021,,"Director (unpaid) of The Norfolk Way, a non-profit social enterprise.",Unpaid role
1888,,Unremunerated trustee of Bowel and Cancer Research.,21/08/2015,18/03/2024,30/11/2023,Miscellaneous,Simon Hoare,4494,,08/10/2023,,Unremunerated trustee of Bowel and Cancer Research.,Unpaid role
1347,,"From my election to parliament, unremunerated trustee of the Links Trust, St Andrews, which manages the golf courses owned by the public around the town. As a trustee I receive a card entitling me to 25% discount in the golf course shops or restaurants.",17/01/2020,18/03/2024,,Miscellaneous,Wendy Chamberlain,4765,13/12/2019,,,"From my election to parliament, unremunerated trustee of the Links Trust, St Andrews, which manages the golf courses owned by the public around the town. As a trustee I receive a card entitling me to 25% discount in the golf course shops or restaurants.",Unpaid role
1387,,Officer in the Reserve Forces. I have received no payments since my election.,04/06/2016,18/03/2024,27/10/2016,Miscellaneous,Mr James Cleverly,4366,,,,Officer in the Reserve Forces. I have received no payments since my election.,Unpaid role
1429,,"A patron of the Peace Hospice, Watford (unpaid).",29/07/2016,18/03/2024,,Miscellaneous,Sir Oliver Dowden,4441,07/07/2016,,,"A patron of the Peace Hospice, Watford (unpaid).",Unpaid role
1615,,A Director of the Westminster Foundation for Democracy. This is an unpaid role.,19/05/2021,18/03/2024,,Miscellaneous,Brendan O'Hara,4371,26/04/2021,,,A Director of the Westminster Foundation for Democracy. This is an unpaid role.,Unpaid role
2649,,Member of the Unison Labour Link Regional Committee.,19/07/2022,18/03/2024,16/04/2024,Miscellaneous,Simon Lightwood,4943,,24/02/2024,,Member of the Unison Labour Link Regional Committee.,Unpaid role
1411,,Honorary President - Haywards Heath Rugby Football Club (HHRFC). This is an unpaid role.,15/06/2023,18/03/2024,,Miscellaneous,Mims Davies,4513,14/05/2020,,,Honorary President - Haywards Heath Rugby Football Club (HHRFC). This is an unpaid role.,Unpaid role
4561,,Vice Chair of the British Group Inter-Parliamentary Union. This is an unpaid role.,05/03/2024,18/03/2024,,Miscellaneous,Alex Sobel,4658,31/10/2023,,,Vice Chair of the British Group Inter-Parliamentary Union. This is an unpaid role.,Unpaid role
4562,,"A visiting Parliamentary Fellow at St Anthonys College, Oxford. This is an unpaid role.",14/03/2024,18/03/2024,,Miscellaneous,Alex Sobel,4658,04/12/2023,,,"A visiting Parliamentary Fellow at St Anthonys College, Oxford. This is an unpaid role.",Unpaid role
1876,,Vice President of the Local Government Association. This is an unpaid role.,09/03/2023,18/03/2024,,Miscellaneous,Helen Hayes,4510,,,,Vice President of the Local Government Association. This is an unpaid role.,Unpaid role
1878,,Chair of Rotherham 9th Scouts Group. This is an unpaid role.,11/04/2023,18/03/2024,,Miscellaneous,John Healey,400,,,,Chair of Rotherham 9th Scouts Group. This is an unpaid role.,Unpaid role
1669,,"Vice Chairman of the Conservative Party for Business. This was an unpaid, part-time role.",17/05/2023,18/03/2024,29/11/2023,Miscellaneous,Saqib Bhatti,4818,30/09/2022,13/11/2023,,"Vice Chairman of the Conservative Party for Business. This was an unpaid, part-time role.",Unpaid role
4563,,Visiting Fellow of Northumbria University. This is an unpaid role.,06/03/2024,18/03/2024,,Miscellaneous,Jon Trickett,410,08/02/2024,08/01/2027,,Visiting Fellow of Northumbria University. This is an unpaid role.,Unpaid role
1947,,"Unremunerated director of GLOBE International AISBL, an international non-profit network devoted to legislative leadership on sustainable development and climate change.",03/02/2016,18/03/2024,,Miscellaneous,Barry Gardiner,146,07/01/2016,,,"Unremunerated director of GLOBE International AISBL, an international non-profit network devoted to legislative leadership on sustainable development and climate change.",Unpaid role
1867,,Trustee of Datchet Women’s Institute (this is an unpaid role).,04/07/2022,18/03/2024,,Miscellaneous,Rebecca Harris,3948,,,,Trustee of Datchet Women’s Institute (this is an unpaid role).,Unpaid role
3789,,Trustee of the Jewish Museum London. This is an unpaid role.,04/03/2024,14/03/2024,,Miscellaneous,Damien Egan,5010,,,,Trustee of the Jewish Museum London. This is an unpaid role.,Unpaid role
3517,,A trustee of Unite the Union Pension. This was an unpaid role.,15/11/2023,10/03/2024,,Miscellaneous,Sarah Edwards,5001,,20/10/2023,,A trustee of Unite the Union Pension. This was an unpaid role.,Unpaid role
3510,,Joint Treasurer of the British-American Parliamentary Group. This is an unpaid role.,31/01/2024,10/03/2024,,Miscellaneous,Sir Christopher Chope,242,12/07/2023,,,Joint Treasurer of the British-American Parliamentary Group. This is an unpaid role.,Unpaid role
