ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails
5730,5729,"Payment received on 30 April 2024 - £5,000.00",13/05/2024,13/05/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,30/04/2024,,Monetary,for legal services provided between 1 and 15 April 2024.,5000,5,,FALSE,,FALSE,,,FALSE,,,
5728,5727,"Payment received on 30 April 2024 - £10,000.00",13/05/2024,13/05/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,30/04/2024,,Monetary,for legal services provided between 11 March and 30 April 2024.,10000,10,,FALSE,,FALSE,,,FALSE,,,
5726,3636,Payment received on 01 May 2024 - £665.00,08/05/2024,13/05/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,01/05/2024,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
5704,5193,"Payment received on 08 May 2024 - £3,000.00",10/05/2024,10/05/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,08/05/2024,,Monetary,for articles.,3000,12,approx,FALSE,,FALSE,,,FALSE,,,
5585,3869,"Payment received on 11 April 2024 - £25,452.40",02/05/2024,09/05/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,11/04/2024,,Monetary,for a speaking engagement.,25452.4,6,,TRUE,Chosun Media,FALSE,"30 Sejong-daero 21-gil, Jung-gu, Seoul, South Korea",media company,FALSE,,,
5626,4791,Payment received on 12 April 2024 - £325.00,30/04/2024,07/05/2024,,Employment and earnings - Ad hoc payments,Sir Bernard Jenkin,40,TRUE,12/04/2024,,Monetary,,325,2,,FALSE,,FALSE,,,FALSE,,,
5557,3680,Payment received on 30 April 2024 - £250.00,30/04/2024,01/05/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,30/04/2024,,Monetary,for an article published on 6 April 2024.,250,4,,FALSE,,FALSE,,,FALSE,,,
5578,3723,"Payment received on 26 April 2024 - £5,460.00",30/04/2024,01/05/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,26/04/2024,,Monetary,"for shows on 3, 17, 24, 29 and 31 March 2024.",5460,22.5,in total including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
5541,4353,Payment received on 18 April 2024 - £112.14,29/04/2024,29/04/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,18/04/2024,,Monetary,as royalties.,112.14,0,no additional hours,TRUE,Everymans Library,FALSE,"50 Albemarle Street, London W1S 4BD",,FALSE,,,
5542,4353,Payment received on 18 April 2024 - £293.54,29/04/2024,29/04/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,18/04/2024,,Monetary,as royalties.,293.54,0,no additional hours,TRUE,HarperCollins Publisher,FALSE,"103 Westerhill Road, Bishopsbriggs, Glasgow G64 2QT",,FALSE,,,
5545,5193,"Payment received on 11 April 2024 - £1,500.00",25/04/2024,29/04/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,11/04/2024,,Monetary,for articles.,1500,6,approx,FALSE,,FALSE,,,FALSE,,,
5525,3871,"Payment received on 25 April 2024 - £1,500.00",29/04/2024,29/04/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,25/04/2024,,Monetary,for recording a podcast based on my book.,1500,4,,TRUE,Associated Newspapers,FALSE,"DMG Media Limited, 9 Derry Street, London W8 5HY​",,FALSE,,,
5474,5388,Payment received on 18 April 2024 - £500.00,25/04/2024,25/04/2024,,Employment and earnings - Ad hoc payments,Simon Lightwood,4943,TRUE,18/04/2024,,Monetary,,500,1.5,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
5522,3636,Payment received on 24 April 2024 - £595.00,25/04/2024,25/04/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,24/04/2024,,Monetary,,595,9,,FALSE,,FALSE,,,FALSE,,,
5521,3636,Payment received on 24 April 2024 - £665.00,25/04/2024,25/04/2024,,Employment and earnings - Ad hoc payments,Dr Rosena Allin-Khan,4573,TRUE,24/04/2024,,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,
5475,3835,"Payment received on 23 April 2024 - £2,094.18",23/04/2024,24/04/2024,,Employment and earnings - Ad hoc payments,Nick Thomas-Symonds,4479,TRUE,23/04/2024,,Monetary,(excluding VAT) as royalties for a book.,2094.18,0,no additional hours,TRUE,Weidenfeld & Nicolson United Kingdom,FALSE,"Orion Publishing Group, Carmelite House, 50 Victoria Embankment, London EC47 0DZ",,FALSE,,,
5472,3818,Payment expected for services on 17 April 2024 - £150.00,24/04/2024,24/04/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,17/04/2024,,Monetary,for a meeting.,150,2,,FALSE,,FALSE,,,FALSE,,,
5444,3680,Payment received on 16 April 2024 - £250.00,22/04/2024,23/04/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,16/04/2024,,Monetary,for an article.,250,4,,FALSE,,FALSE,,,FALSE,,,
5321,5320,Payment received on 04 April 2024 - £461.00,16/04/2024,19/04/2024,,Employment and earnings - Ad hoc payments,Chris Evans,4040,TRUE,04/04/2024,,Monetary,,461,0,,TRUE,Bloomsbury,FALSE,"Bloomsbury Publishing PLC. 50 Bedford Square, London, WC1B",Publisher,FALSE,,,
5338,4515,Payment received on 12 April 1994 - £150.00,16/04/2024,19/04/2024,,Employment and earnings - Ad hoc payments,Ms Stella Creasy,4088,TRUE,12/04/1994,,Monetary,for an article written in April 2024.,150,2,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.
5379,3723,"Payment received on 26 March 2024 - £3,150.00",17/04/2024,18/04/2024,,Employment and earnings - Ad hoc payments,Mr David Lammy,206,TRUE,26/03/2024,,Monetary,"for shows on 4, 18 and 25 February 2024.",3150,13.5,including preparation time (4.5 hrs per show),TRUE,Global Radio,FALSE,"30 Leicester Square, London WC2H 7LA",,FALSE,,,
5329,4482,Payment received on 22 March 2024 - £430.00,16/04/2024,18/04/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,22/03/2024,,Monetary,as copyright fees for borrowing of my books,430,0,no extra hours worked,FALSE,,FALSE,,,FALSE,,,
5376,4365,"Payment received on 04 April 2024 - £12,300.00",16/04/2024,18/04/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,04/04/2024,,Monetary,as an advance payment for writing a book.,12300,100,(estimated at around five hours a week over twenty weeks),TRUE,Simon & Schuster UK,FALSE,"1st Floor, 222 Gray's Inn Road, London WC1X 8HB",publisher,FALSE,,,
5326,4353,Payment received on 11 April 2024 - £725.21,15/04/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,11/04/2024,,Monetary,as royalties.,725.21,0,no additional hours,TRUE,Penguin Books Ltd,FALSE,"20 Vauxhall Bridge Rd, London SW1V 2SA",,FALSE,,,
5299,5298,"Payment received on 03 April 2024 - £1,000.00",15/04/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Lee Anderson,4743,TRUE,03/04/2024,,Monetary,for an article.,1000,3,(estimated),FALSE,,FALSE,,,FALSE,,,
5407,3680,Payment received on 19 March 2024 - £250.00,20/03/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,19/03/2024,,Monetary,for an article.,250,4,,FALSE,,FALSE,,,FALSE,,,
5377,4375,Payment received on 07 March 2024 - £354.28,19/03/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,07/03/2024,,Monetary,,354.28,1,,FALSE,,FALSE,,,FALSE,,,
5327,4353,Payment received on 11 April 2024 - £563.78,15/04/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,11/04/2024,,Monetary,as royalties.,563.78,0,no additional hours,TRUE,Citic Publishing House,FALSE,"8-10F Block 2 Fusheng Bldg A4 Huixin East Street Beijing, 100029 China",,FALSE,,,
4915,4172,"Payment received on 29 February 2024 - £5,000.00",20/03/2024,15/04/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,29/02/2024,,Monetary,(no VAT) for legal services provided between 1 February 2024 and 29 February 2024,5000,5,approx,FALSE,,FALSE,,,FALSE,,,
5194,5193,"Payment received on 03 April 2024 - £4,500.00",09/04/2024,10/04/2024,,Employment and earnings - Ad hoc payments,Suella Braverman,4475,TRUE,03/04/2024,,Monetary,for six articles written in February and March 2024.,4500,18,,FALSE,,FALSE,,,FALSE,,,
5143,5142,"Payment received on 14 March 2024 - £11,000.00",08/04/2024,09/04/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,14/03/2024,,Monetary,,11000,14,approx,FALSE,,FALSE,,,FALSE,,,
5214,3680,Payment received on 03 April 2024 - £250.00,03/04/2024,03/04/2024,,Employment and earnings - Ad hoc payments,Sir Iain Duncan Smith,152,TRUE,03/04/2024,,Monetary,for an article published on 13 March 2024.,250,4,,FALSE,,FALSE,,,FALSE,,,
4937,4935,Payment received on 20 March 2024 - £540.18,20/03/2024,27/03/2024,,Employment and earnings - Ad hoc payments,Sir Keir Starmer,4514,TRUE,20/03/2024,,Monetary,,540.18,0,none,FALSE,,FALSE,,,FALSE,,,
4481,4480,"Payment received on 19 March 2024 - £1,046.00",19/03/2024,26/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,19/03/2024,,Monetary,,1046,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
4875,4249,"Payment received on 15 March 2024 - £1,000.00",20/03/2024,26/03/2024,,Employment and earnings - Ad hoc payments,Marsha De Cordova,4676,TRUE,15/03/2024,,Monetary,,1000,10,,FALSE,,FALSE,,,FALSE,,,
4808,3871,"Payment received on 25 March 2024 - £2,871.17",25/03/2024,25/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,25/03/2024,for a radio recording of a book.,Monetary,,2871.17,0,no additional hours,TRUE,BBC,FALSE,"5th Floor, Wogan House, Great Portland Street, London W1A 1AA",,FALSE,,,
5125,4833,"Payment expected for services on 01 September 2022 - £5,000.00",22/09/2022,18/03/2024,,Employment and earnings - Ad hoc payments,Mark Garnier,4074,FALSE,01/09/2022,,Monetary,as an annual retainer fee covering 1 September 2022 to 31 August 2023.,5000,0,none,FALSE,,FALSE,,,FALSE,,,
4171,4169,Payment received on 30 October 2023 - £873.22,08/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Yvette Cooper,420,TRUE,30/10/2023,,Monetary,for additional sales of a book already published.,873.22,0,no additional hours,TRUE,Atlantic Books Ltd,FALSE,"Ormond House, 27 Boswell Street, London WC1 3JZ",,FALSE,,,
4119,4106,Payment received on 14 December 2022 - £150.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,14/12/2022,,Monetary,,150,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4315,4308,"Payment received on 01 August 2023 - £1,333.00",03/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,01/08/2023,,Monetary,for four articles in the Daily Express.,1333,8,,FALSE,,FALSE,,,FALSE,,,
4941,4940,Payment received on 16 January 2024 - £927.96,23/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Keir Starmer,4514,TRUE,16/01/2024,,Monetary,,927.96,0,none since my election,FALSE,,FALSE,,,FALSE,,,
4131,4129,Payment expected for services on 11 November 2023 - £500.00,22/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dawn Butler,1489,FALSE,11/11/2023,,Monetary,"for appearing as a panellist at Stylist Live, the annual conference held by the Stylist Magazine on 11 November 2023.",500,5,,FALSE,,FALSE,,,FALSE,,,
4717,4711,"Payment received on 30 November 2023 - £58,826.32",19/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,30/11/2023,,Monetary,(no VAT) for legal services provided between 1 June 2023 and 30 November 2023,58826.32,50,approx,FALSE,,FALSE,,,FALSE,,,
4529,4172,"Payment received on 15 February 2024 - £5,000.00",11/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,15/02/2024,,Monetary,(no VAT) for legal services provided between 5 January 2024 and 15 February 2023,5000,5,approx,FALSE,,FALSE,,,FALSE,,,
4372,4367,Payment received on 25 September 2023 - £600.00,18/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,25/09/2023,,Monetary,for an appearance on the weekly News Paper review slot in September 2023.,600,2,,FALSE,,FALSE,,,FALSE,,,
4370,4367,"Payment received on 25 July 2023 - £1,200.00",01/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,25/07/2023,,Monetary,for four appearances on the weekly News Paper review slot in June/July 2023.,1200,4,,FALSE,,FALSE,,,FALSE,,,
4426,4424,"Payment received on 28 September 2023 - £1,350.00",04/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Rachel Reeves,4031,TRUE,28/09/2023,,Monetary,for recording an audio book.,1350,12,,TRUE,Hodder & Stoughton Limited,FALSE,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,FALSE,,,
4535,3818,Payment expected for services on 21 February 2024 - £150.00,15/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,21/02/2024,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
4536,3818,Payment expected for services on 13 March 2024 - £150.00,15/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,13/03/2024,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
3804,3799,Payment received on 21 September 2023 - £50.00,22/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Alec Shelbrooke,3997,TRUE,21/09/2023,,Monetary,for an appearance on the First Edition show on Talk TV in August 2023.,50,0.25,,FALSE,,FALSE,,,FALSE,,,
4513,3871,"Payment received on 13 March 2024 - £50,000.00",18/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,13/03/2024,,Monetary,for an advance on a book.,50000,10,,TRUE,Bloomsbury Publishing,FALSE,"50 Bedford Square, London WC1B 3DP",,FALSE,,,
4098,4087,Payment received on 02 December 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,02/12/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4102,4087,Payment received on 06 December 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,06/12/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4320,4308,Payment received on 05 December 2023 - £666.50,19/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,05/12/2023,,Monetary,for two columns in the Daily Express.,666.5,4,,FALSE,,FALSE,,,FALSE,,,
4318,4308,"Payment received on 03 October 2023 - £1,333.00",10/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,03/10/2023,,Monetary,for four columns in the Daily Express.,1333,8,,FALSE,,FALSE,,,FALSE,,,
4346,4341,Payment received on 30 September 2023 - £530.66,06/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,30/09/2023,,Monetary,,530.66,16,,FALSE,,FALSE,,,FALSE,,,
4344,4341,"Payment received on 31 July 2023 - £1,053.78",02/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,31/07/2023,,Monetary,,1053.78,32,,FALSE,,FALSE,,,FALSE,,,
4936,4935,Payment received on 27 September 2023 - £57.99,27/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Keir Starmer,4514,TRUE,27/09/2023,,Monetary,,57.99,0,none,FALSE,,FALSE,,,FALSE,,,
4250,4249,"Payment received on 12 January 2024 - £1,000.00",30/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Marsha De Cordova,4676,TRUE,12/01/2024,,Monetary,,1000,10,,FALSE,,FALSE,,,FALSE,,,
4175,4172,"Payment received on 14 July 2023 - £11,885.00",02/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,14/07/2023,,Monetary,(no VAT) for legal services provided between 1 March 2023 and 21 July 2023,11885,10,,FALSE,,FALSE,,,FALSE,,,
4361,4353,"Payment received on 12 October 2023 - £2,086.32",16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,12/10/2023,,Monetary,for licensing rights for broadcast of a book.,2086.32,0,no additional hours,TRUE,BBC,FALSE,"Broadcasting House, Portland Place, London W1A 1AA",,FALSE,,,
5404,4965,"Payment received on 17 January 2024 - £4,000.00",20/02/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Mark Pritchard,1576,TRUE,17/01/2024,,Monetary,for providing marketing advice between 1 December 2023 and 31 January 2024.,4000,12,,FALSE,,FALSE,,,FALSE,,,
3831,3830,Payment received on 15 August 2023 - £400.00,01/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Mark Tami,1383,TRUE,15/08/2023,,Monetary,for participating in a seminar with health professionals on 29 June 2023.,400,1.75,,FALSE,,FALSE,,,FALSE,,,
4091,4087,Payment received on 23 May 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,23/05/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4117,4106,Payment received on 25 November 2023 - £100.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,25/11/2023,,Monetary,,100,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4314,4308,Payment received on 01 August 2023 - £500.00,03/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,01/08/2023,,Monetary,for one article in the Daily Express.,500,1,,FALSE,,FALSE,,,FALSE,,,
4831,4830,Payment received on 16 August 2023 - £600.00,30/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Barry Gardiner,146,TRUE,16/08/2023,,Monetary,,600,3,approx,FALSE,,FALSE,,,FALSE,,,
4716,4711,"Payment received on 14 September 2023 - £56,988.36",05/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,14/09/2023,,Monetary,(no VAT) for legal services provided between 1 May 2023 and 31 July 2023,56988.36,40,,FALSE,,FALSE,,,FALSE,,,
4358,4353,Payment received on 09 October 2023 - £36.78,16/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,09/10/2023,,Monetary,for book royalties.,36.78,0,no additional hours,TRUE,Penguin Books Ltd,FALSE,"20 Vauxhall Bridge Rd, London SW1V 2SA",,FALSE,,,
4290,4288,"Payment received on 05 December 2023 - £1,000.00",07/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Clive Lewis,4500,TRUE,05/12/2023,,Monetary,for recording six episodes of a podcast.,1000,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
4371,4367,Payment received on 23 August 2023 - £300.00,13/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jess Phillips,4370,TRUE,23/08/2023,,Monetary,for an appearance on the weekly News Paper review slot in July 2023.,300,1,,FALSE,,FALSE,,,FALSE,,,
4427,4424,"Payment received on 27 October 2023 - £6,667.00",02/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Rachel Reeves,4031,TRUE,27/10/2023,,Monetary,as a further advance for writing a book.,6667,0,no additional hours,TRUE,Hodder & Stoughton Limited,FALSE,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,FALSE,,,
3821,3818,Payment expected for services on 18 October 2023 - £150.00,19/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,18/10/2023,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
4139,4138,"Payment received on 30 January 2024 - £1,650.00",06/02/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Mr Alistair Carmichael,1442,TRUE,30/01/2024,,Monetary,for attending eleven meetings.,1650,11,,FALSE,,FALSE,,,FALSE,,,
4968,4967,Payment received on 02 June 2023 - £709.00,30/06/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Mark Pritchard,1576,TRUE,02/06/2023,,Monetary,as a further commission payment for market research services previously registered,709,0,No additional hours,FALSE,,FALSE,,,FALSE,,,
4086,4085,Payment received on 08 December 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,08/12/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Paid direct to the recipient by the payer,Charity,
4329,4321,"Payment received on 26 October 2023 - £3,916.66",09/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,26/10/2023,,Monetary,for presenting four episodes of a current affairs programme.,3916.66,18,,FALSE,,FALSE,,,FALSE,,,
4316,4308,"Payment received on 05 September 2023 - £1,683.00",19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,05/09/2023,,Monetary,for four articles in the Daily Express.,1683,9,,FALSE,,FALSE,,,FALSE,,,
4348,4341,"Payment received on 31 January 2024 - £1,859.55",16/02/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Dr Andrew Murrison,1466,TRUE,31/01/2024,,Monetary,,1859.55,50,,FALSE,,FALSE,,,FALSE,,,
3877,3871,"Payment received on 09 November 2023 - £8,000.00",10/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,09/11/2023,,Monetary,for an option on my book.,8000,0,no additional hours,TRUE,Pathé Pictures UK,FALSE,"6 Ramillies Street, London W1F 7TY",,FALSE,,,
4121,4120,Payment received on 29 November 2023 - £350.00,30/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dawn Butler,1489,TRUE,29/11/2023,,Monetary,for delivering a session of a development programme.,350,4,,FALSE,,FALSE,,,FALSE,,,
3895,3894,Payment received on 01 September 2023 - £660.00,04/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,01/09/2023,,Monetary,for speaking at the festival.,660,4,,FALSE,,FALSE,,,FALSE,,,
5122,4711,"Payment received on 15 February 2024 - £58,826.33",11/03/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,15/02/2024,,Monetary,(no VAT) for legal services provide between 1 September 2023 and 31 January 2024,58826.33,50,,FALSE,,FALSE,,,FALSE,,,
4176,4172,"Payment received on 29 December 2023 - £6,000.00",23/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Geoffrey Cox,1508,TRUE,29/12/2023,,Monetary,(no VAT) legal services provided between 1 May and 1 July 2023,6000,6,approx,FALSE,,FALSE,,,FALSE,,,
4356,4353,Payment received on 20 July 2023 - £41.97,04/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,20/07/2023,,Monetary,as royalties and licence payments from books.,41.97,0,no additional hours,TRUE,Citic Publishing House,FALSE,"8-10F Block 2 Fusheng Bldg A4 Huixin East Street Beijing, 100029 China",,FALSE,,,
3822,3818,Payment expected for services on 22 November 2023 - £150.00,28/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Dame Karen Bradley,4110,FALSE,22/11/2023,,Monetary,for a meeting.,150,1,,FALSE,,FALSE,,,FALSE,,,
4854,4853,Payment received on 01 December 2023 - £400.00,19/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir John Hayes,350,TRUE,01/12/2023,,Monetary,for a column in the Sunday Express.,400,2,,FALSE,,FALSE,,,FALSE,,,
5139,5017,"Payment received on 29 September 2023 - £25,000.00",19/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Gavin Williamson,4108,TRUE,29/09/2023,,Monetary,as a one-off bonus,25000,0,no additional hours,FALSE,,FALSE,,,FALSE,,,
5023,5020,"Payment received on 28 October 2023 - £1,491.00",01/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Pete Wishart,1440,TRUE,28/10/2023,,Monetary,,1491,0,No additional hours,FALSE,,FALSE,,,FALSE,,,
4093,4087,Payment received on 15 August 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,15/08/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4095,4087,Payment received on 05 September 2022 - £75.00,19/09/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sammy Wilson,1593,TRUE,05/09/2022,,Monetary,,75,0.25,,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,
4328,4321,"Payment received on 28 September 2023 - £4,286.23",10/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,28/09/2023,,Monetary,for presenting five episodes of a current affairs programme.,4286.23,16,,FALSE,,FALSE,,,FALSE,,,
4330,4321,"Payment received on 30 November 2023 - £3,415.03",19/12/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Esther McVey,4084,TRUE,30/11/2023,,Monetary,for presenting two episodes of a current affairs programme.,3415.03,9,,FALSE,,FALSE,,,FALSE,,,
4792,4791,Payment received on 03 November 2023 - £325.00,14/11/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Sir Bernard Jenkin,40,TRUE,03/11/2023,,Monetary,,325,2,,FALSE,,FALSE,,,FALSE,,,
3892,3888,Payment received on 11 October 2023 - £400.00,11/10/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,11/10/2023,,Monetary,for a book review.,400,3,,FALSE,,FALSE,,,FALSE,,,
3875,3871,"Payment received on 14 August 2023 - £20,800.00",14/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,14/08/2023,,Monetary,for an advance and payment for the recording of a new book.,20800,100,approx. over four months,TRUE,Bloomsbury Publishing,FALSE,"50 Bedford Square, London WC1B 3DP",,FALSE,,,
3878,3871,"Payment received on 19 January 2024 - £1,000.00",22/01/2024,18/03/2024,,Employment and earnings - Ad hoc payments,Chris Bryant,1446,TRUE,19/01/2024,,Monetary,for reading the audiobook of my new book.,1000,12,,TRUE,Bloomsbury Publishing,FALSE,"50 Bedford Square, London WC1B 3DP",,FALSE,,,
4357,4353,"Payment received on 23 August 2023 - £2,000.00",29/08/2023,18/03/2024,,Employment and earnings - Ad hoc payments,Jesse Norman,3991,TRUE,23/08/2023,,Monetary,as an advance on the delivery of a completed manuscript for a book.,2000,0,impossible to calculate accurately,TRUE,Biteback Publishers,FALSE,"Westminster Tower, 3 Albert Embankment, Herne Hill SE1 7SP",,TRUE,Donated by the Member to the recipient,Other,higher education institution
