ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link,Updated_2
13309,"Payment received on 12 September 2025 - £4,800.00",11008,2025-09-17,2025-09-17,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-09-12,Speaking engagement,Monetary,,4800.00,1.00,,True,Company Chemists Association Ltd,False,"PO Box 2650, Watford WD18 1NB",Trade Assoc for large pharmacy operators,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13309,
13321,"Payment received on 17 September 2025 - £2,161.94",11413,2025-09-17,2025-09-17,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-09-17,,Monetary,,2161.94,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13321,
13318,"Payment expected for services on 16 September 2025 - £4,800.00",11008,2025-09-17,2025-09-17,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,False,2025-09-16,speaking engagement,Monetary,,4800.00,1.15,,True,Intelligence Squared Ltd,False,"48 Sellons Ave, London NW10 4HH",Media and events,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13318,
13292,Payment received on 13 September 2025 - £641.00,11565,2025-09-14,2025-09-15,,Employment and earnings - Ad hoc payments,5161,Richard Tice,True,2025-09-13,,Monetary,X monetisation formerly Twitter,641.00,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13292,
13293,"Payment received on 22 August 2025 - £1,431.00",5988,2025-09-15,2025-09-15,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-08-22,,Monetary,work completed on 11/08/2025,1431.00,3.00,,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13293,
13290,"Payment received on 02 September 2025 - £1,500.00",10930,2025-09-12,2025-09-12,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-09-02,,Monetary,For articles,1500.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13290,
13273,Payment received on 11 September 2025 - £150.00,6031,2025-09-11,2025-09-11,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-09-11,,Monetary,,150.00,1.50,Estimated number of hours of work,True,Minster Law Limited,False,"Kingfisher House, Calder Park, Wakefield, WF2 7UA",Solicitors,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13273,
13279,"Payment received on 10 September 2025 - £50,000.00",3871,2025-09-11,2025-09-11,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2025-09-10,,Monetary,Publication Advance,50000.00,10.00,,True,Bloomsbury Publishing Plc,False,"50 Bedford Square, London WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13279,
13265,Payment received on 09 September 2025 - £300.00,10746,2025-09-10,2025-09-10,,Employment and earnings - Ad hoc payments,5267,Yuan Yang,True,2025-09-09,,Monetary,Spoke on two panels at the Edinburgh Book Festival.  The first was a shared event with three authors; the second was an event which Yuan chaired.,300.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13265,
13253,Payment received on 20 August 2025 - £87.13,11502,2025-09-08,2025-09-08,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-08-20,,Monetary,,87.13,3.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13253,
13254,Payment received on 03 September 2025 - £87.38,11502,2025-09-08,2025-09-08,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-09-03,,Monetary,,87.38,3.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13254,
13230,"Payment received on 15 August 2025 - £1,650.00",12101,2025-09-04,2025-09-05,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-08-15,,Monetary,,1650.00,30.00,Estimated and includes in-depth research,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13230,
13232,"Payment received on 26 August 2025 - £15,000.00",11294,2025-09-04,2025-09-05,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-08-26,,Monetary,,15000.00,30.00,Up to one day per month for a three month period,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13232,
13235,Payment received on 04 September 2025 - £600.00,12134,2025-09-04,2025-09-05,,Employment and earnings - Ad hoc payments,4938,Paulette Hamilton,True,2025-09-04,,Monetary,panel member on the Jeremy Vine breakfast program.,600.00,7.00,attended over two dates (3 July 2025 3.5  hours and 13 August 3.5hours),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13235,
13242,Payment received on 16 July 2025 - £550.00,4321,2025-09-05,2025-09-05,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-07-16,,Monetary,For 2 shows.,550.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13242,
13231,"Payment received on 26 August 2025 - £1,000.00",12619,2025-09-04,2025-09-05,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-08-26,,Monetary,,1000.00,12.00,approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13231,
13223,Payment received on 03 September 2025 - £280.00,12725,2025-09-05,2025-09-05,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-09-03,,Monetary,For 7 shows.,280.00,1.15,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13223,
13224,"Payment received on 26 August 2025 - £10,000.00",11622,2025-09-04,2025-09-05,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-08-26,,Monetary,,10000.00,20.00,up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13224,
13227,"Payment received on 29 August 2025 - £4,000.00",12266,2025-09-04,2025-09-04,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-08-29,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13227,
13216,"Payment received on 03 September 2025 - £1,700.00",13215,2025-09-03,2025-09-03,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-09-03,,Monetary,(of which £835 was paid to my solicitors),1700.00,10.00,Estimated number of hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13216,
13217,"Payment received on 03 September 2025 - £1,542.16",11413,2025-09-03,2025-09-03,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-09-03,,Monetary,,1542.16,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13217,
13222,"Payment received on 02 September 2025 - £2,166.66",4308,2025-09-03,2025-09-03,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-09-02,,Monetary,For four full page columns in the Daily Express.,2166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13222,
13197,Payment received on 14 August 2024 - £740.00,7520,2025-08-31,2025-09-01,,Employment and earnings - Ad hoc payments,5170,John Grady,True,2024-08-14,,Monetary,"This is the final payment to me in respect of consultancy services provided by me to Shepherd and Wedderburn from 1 January 2024 to 5 July 2025. I carried out no work for Shepherd and Wedderburn after 29 May 2024, and ceased to be retained as a consultant on 5 July 2025.",740.00,1.95,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13197,
13207,Payment received on 30 April 2025 - £200.00,12446,2025-09-01,2025-09-01,,Employment and earnings - Ad hoc payments,4613,Alex Burghart,True,2025-04-30,,Monetary,,200.00,10.00,estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13207,
13196,"Payment received on 31 July 2024 - £9,021.00",7520,2025-08-31,2025-09-01,,Employment and earnings - Ad hoc payments,5170,John Grady,True,2024-07-31,,Monetary,This entry covers my final amount of profit from Shepherd and Wedderburn for my time as a partner. I ceased to be a partner on 31 December 2023.,9021.00,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13196,
13193,Payment received on 31 July 2025 - £350.00,12446,2025-09-01,2025-09-01,,Employment and earnings - Ad hoc payments,4613,Alex Burghart,True,2025-07-31,,Monetary,,350.00,10.00,estimate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13193,
12447,Payment received on 28 February 2025 - £200.00,12446,2025-09-01,2025-09-01,,Employment and earnings - Ad hoc payments,4613,Alex Burghart,True,2025-02-28,,Monetary,,200.00,10.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12447,
13178,"Payment received on 27 August 2025 - £4,200.00",12237,2025-08-27,2025-08-27,,Employment and earnings - Ad hoc payments,4320,Robert Jenrick,True,2025-08-27,,Monetary,for articles written,4200.00,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13178,
13172,"Payment received on 21 August 2025 - £1,000.00",3871,2025-08-26,2025-08-26,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2025-08-21,Recording audiobook,Monetary,,1000.00,14.00,,True,Bloomsbury Publishing,False,"Bloomsbury Publishing, 50 Bedford Square, London WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13172,
13175,"Payment received on 07 August 2025 - £1,000.00",13174,2025-08-26,2025-08-26,,Employment and earnings - Ad hoc payments,1482,Graham Stuart,True,2025-08-07,,Monetary,,1000.00,3.00,Approximate,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13175,
13162,"Payment received on 19 August 2025 - £3,750.00",10930,2025-08-21,2025-08-22,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-08-19,,Monetary,for 5 articles,3750.00,15.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13162,
13161,Payment received on 20 August 2025 - £250.00,3680,2025-08-21,2025-08-22,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-08-20,,Monetary,Article written and published in The Telegraph on 17th July 2025,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13161,
13156,"Payment received on 31 July 2025 - £12,300.00",4365,2025-08-20,2025-08-21,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2025-07-31,,Monetary,Payment for release of paperback of previously written book,12300.00,0.00,no extra hours worked,True,Simon and Schuster,False,"222 Grays Inn Rd, London WC1X 8HB",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13156,
13150,Payment received on 14 August 2025 - £180.00,12031,2025-08-20,2025-08-20,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-08-14,,Monetary,,180.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13150,
13151,"Payment received on 20 August 2025 - £1,537.55",11413,2025-08-20,2025-08-20,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-08-20,,Monetary,,1537.55,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13151,
13140,"Payment received on 13 July 2025 - £2,250.15",4308,2025-08-18,2025-08-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-07-13,,Monetary,for four full page columns in the Daily Express.,2250.15,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13140,
13133,"Payment received on 15 August 2025 - £11,050.00",13132,2025-08-15,2025-08-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-08-15,,Monetary,,11050.00,13.00,for work undertaken between 1 July and 31 July 2025,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13133,
13138,Payment received on 14 August 2025 - £550.00,4321,2025-08-18,2025-08-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-08-14,,Monetary,For two shows.,550.00,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13138,
13141,"Payment received on 05 August 2025 - £2,450.66",4308,2025-08-18,2025-08-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-08-05,,Monetary,For four full page columns in the Daily Express.,2450.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13141,
13130,Payment received on 15 August 2025 - £300.00,6031,2025-08-15,2025-08-18,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-08-15,,Monetary,(Includes 15% to be deducted on account of Chambers' fees),300.00,2.00,,True,Minster Law Limited,False,"Kingfisher House, Calder Park, Wakefield WF2 7UA",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13130,
13006,"Payment received on 21 July 2025 - £40,803.94",11826,2025-08-18,2025-08-18,,Employment and earnings - Ad hoc payments,4483,Rishi Sunak,True,2025-07-21,,Monetary,"quarterly stipend to cover expenses, including travel, necessary to attend meetings and conferences.",40803.94,30.00,This payment is purely to cover expenses so not for hours worked,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13006,
13136,Payment received on 25 July 2025 - £500.00,13135,2025-08-16,2025-08-18,,Employment and earnings - Ad hoc payments,4798,Gareth Bacon,True,2025-07-25,,Monetary,"This payment was made for opening the conference, making an introductory speech about frontier technologies and participating in a discussion panel",500.00,2.00,Estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13136,
13105,"Payment received on 21 July 2025 - £10,000.00",11622,2025-08-14,2025-08-15,,Employment and earnings - Ad hoc payments,4441,Sir Oliver Dowden,True,2025-07-21,,Monetary,,10000.00,20.00,Up to two days per month,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13105,
13117,"Payment received on 04 August 2025 - £1,869.84",5988,2025-08-13,2025-08-13,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-08-04,,Monetary,All work carried out prior to July 2024,1869.84,9.00,,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13117,
13116,Payment received on 21 July 2025 - £381.60,5988,2025-08-13,2025-08-13,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-07-21,,Monetary,,381.60,1.00,total amount of time worked is 48 minutes on 02/07/25,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13116,
13118,Payment received on 05 August 2025 - £152.64,5988,2025-08-13,2025-08-13,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-08-05,,Monetary,All work carried out prior to July 2024,152.64,0.50,,True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13118,
13109,Payment received on 25 July 2025 - £750.00,10669,2025-08-12,2025-08-12,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-07-25,Writing an article,Monetary,for 1 article.,750.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13109,
13099,Payment received on 29 July 2025 - £946.34,3835,2025-08-08,2025-08-11,,Employment and earnings - Ad hoc payments,4479,Nick Thomas-Symonds,True,2025-07-29,,Monetary,Royalties for books written before entering Parliament.,946.34,0.00,no additional hours,True,Bloomsbury Publishing PLC,False,"50 Bedford Square, London WC1B 3DB",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13099,
13091,"Payment received on 12 March 2025 - £18,450.00",11317,2025-08-08,2025-08-08,,Employment and earnings - Ad hoc payments,172,Ms Diane Abbott,True,2025-03-12,,Monetary,Payment for autobiography sales,18450.00,0.00,,True,Viking Penguin,False,"20 Vauxhall Bridge Road, London SW1V 2SA.",Publisher,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13091,
13086,Payment received on 06 August 2025 - £189.50,11502,2025-08-07,2025-08-07,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-08-06,,Monetary,,189.50,8.00,This is an estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13086,
13074,"Payment received on 06 August 2025 - £1,910.63",11413,2025-08-06,2025-08-06,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-08-06,,Monetary,,1910.63,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13074,
13077,"Payment received on 28 July 2025 - £1,750.00",11770,2025-08-06,2025-08-06,,Employment and earnings - Ad hoc payments,188,Ed Davey,True,2025-07-28,,Monetary,Recording the audiobook,1750.00,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13077,
13072,"Payment received on 31 July 2025 - £15,624.00",13071,2025-08-06,2025-08-06,,Employment and earnings - Ad hoc payments,5065,Rachel Taylor,True,2025-07-31,,Monetary,Dividends declared to cancel Director Loan account in order to wind up company.,15624.00,0.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13072,
13046,"Payment received on 14 July 2025 - £2,517.02",12733,2025-08-05,2025-08-05,,Employment and earnings - Ad hoc payments,4462,Tom Tugendhat,True,2025-07-14,,In kind,Payment to cover the return airfare cost from London to Greece for the purpose of attending a Sulnox Advisory Board Meeting,2517.02,5.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13046,
13062,"Payment received on 15 July 2025 - £38,000.00",6922,2025-08-05,2025-08-05,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2025-07-15,,Monetary,,38000.00,30.00,30 hours for work undertaken from 1 June 2025. The work is ongoing,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13062,
13061,Payment received on 01 August 2025 - £460.00,11565,2025-08-04,2025-08-04,,Employment and earnings - Ad hoc payments,5161,Richard Tice,True,2025-08-01,,Monetary,,460.00,50.00,Estimate based on social media activity,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13061,
13052,"Payment received on 30 June 2025 - £6,120.00",6762,2025-08-04,2025-08-04,,Employment and earnings - Ad hoc payments,5346,Calum Miller,True,2025-06-30,,Monetary,"Provision of one day's teaching, and associated preparation, on a course delivered by the Blavatnik School",6120.00,36.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13052,
13042,"Payment received on 22 July 2025 - £31,753.40",6318,2025-08-01,2025-08-01,,Employment and earnings - Ad hoc payments,5267,Yuan Yang,True,2025-07-22,,Monetary,,31753.40,0.00,Advance due one year after initial publication of the book 'Private Revolutions'. The book was completed before entering Parliament,True,"Viking Penguin Inc, USA",False,"1745 Broadway, New York, NY 10019",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13042,
13039,Payment received on 01 August 2025 - £300.00,11234,2025-08-01,2025-08-01,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2025-08-01,,Monetary,,300.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13039,
13026,"Payment expected for services on 24 July 2025 - £14,500.00",11008,2025-07-29,2025-07-30,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,False,2025-07-24,Speaking engagement,Monetary,,14500.00,1.50,,True,Primary Health Properties PLC,False,"5th Floor, Burdett House, 15-16 Buckingham St, London WC2N 6DU",UK Real Estate Investment Trust,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13026,
13028,Payment received on 30 July 2025 - £212.27,6031,2025-07-30,2025-07-30,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-07-30,,Monetary,(Includes 15% to be deducted on account of Chambers' fees),212.27,1.50,Approximate hours worked,True,Thompsons Solicitors LLP,False,"Congress House, 26-28 Great Russell Street, London WC1B 3LW",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13028,
13031,"Payment received on 30 July 2025 - £4,000.00",12266,2025-07-30,2025-07-30,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-07-30,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13031,
13029,Payment received on 23 July 2025 - £143.56,11502,2025-07-30,2025-07-30,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-07-23,,Monetary,,143.56,8.00,estimated amount of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13029,
13013,"Payment received on 28 July 2025 - £1,603.33",6031,2025-07-28,2025-07-28,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-07-28,,Monetary,(Includes 15% to be deducted on account of Chambers' fees),1603.33,8.00,Approximate number of hours worked,True,Slater and Gordon UK Limited,False,"Dempster Building, Atlantic Way, Liverpool, Merseyside L3 4UU",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13013,
12998,"Payment received on 23 July 2025 - £1,200.18",11413,2025-07-25,2025-07-28,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-07-23,,Monetary,,1200.18,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12998,
13011,"Payment received on 27 June 2025 - £4,106.21",6036,2025-07-28,2025-07-28,,Employment and earnings - Ad hoc payments,5288,Dr Al Pinkerton,True,2025-06-27,,Monetary,Received for delivery of lectures and seminars in capacity as Visiting Professor of Geopolitics,4106.21,40.00,(This is an accurate account of the hours worked since January 2025),False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/13011,
12993,"Payment received on 25 July 2025 - £3,762.50",6031,2025-07-25,2025-07-25,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-07-25,,Monetary,,3762.50,21.00,Approximate hours worked,True,Harding Evans Limited Liability Partnership t/a Harding Evans Solicitors,False,"Queens Chambers, 2 North Street, Newport, Gwent, NP20 1TE",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12993,
12988,"Payment received on 17 July 2025 - £8,500.00",12649,2025-07-24,2025-07-24,,Employment and earnings - Ad hoc payments,4366,Sir James Cleverly,True,2025-07-17,,Monetary,,8500.00,12.00,,True,Allen Overy Shearman Sterling LLP,False,"1 Bishops Square, London E1 6AD",Multinational Law Firm,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12988,
12984,Payment received on 21 July 2025 - £300.00,12983,2025-07-24,2025-07-24,,Employment and earnings - Ad hoc payments,1572,Sir Jeremy Hunt,True,2025-07-21,,Monetary,Speakers fee,300.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12984,
12943,Payment received on 21 July 2025 - £250.00,3680,2025-07-21,2025-07-21,,Employment and earnings - Ad hoc payments,152,Sir Iain Duncan Smith,True,2025-07-21,,Monetary,Writing an article published on 28th June 2025,250.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12943,
12954,Payment expected for services on 16 July 2025 - £150.00,3818,2025-07-21,2025-07-21,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2025-07-16,,Monetary,For a meeting,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12954,
12946,"Payment received on 17 July 2025 - £4,100.00",3715,2025-07-21,2025-07-21,,Employment and earnings - Ad hoc payments,4040,Chris Evans,True,2025-07-17,,Monetary,Further advance for writing a book.,4100.00,100.00,,True,Bloomsbury Publishing,False,"50 Bedford Square, London WC18 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12946,
12923,Payment received on 17 July 2025 - £300.00,11234,2025-07-18,2025-07-18,,Employment and earnings - Ad hoc payments,4480,Carolyn Harris,True,2025-07-17,,Monetary,,300.00,7.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12923,
12930,Payment received on 02 July 2025 - £280.00,12725,2025-07-18,2025-07-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2025-07-02,,Monetary,For 7 shows.,280.00,1.15,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12930,
12934,"Payment received on 18 July 2025 - £1,500.00",6031,2025-07-18,2025-07-18,,Employment and earnings - Ad hoc payments,5197,Dr Neil Shastri-Hurst,True,2025-07-18,,Monetary,,1500.00,7.50,Approximate number of hours worked,True,Powell & Co,False,"Verbruggens House, Number One Street, Royal Woolwich Arsenal, London, SE18 6HG",Solicitor,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12934,
12919,"Payment received on 09 July 2025 - £1,465.02",11729,2025-07-17,2025-07-17,,Employment and earnings - Ad hoc payments,4118,Sir Julian Smith,True,2025-07-09,,Monetary,Expenses reimbursed for travelling to a voluntary Board meeting attended.,1465.02,0.00,I have not specified the number of hours because this expense payment related to attendance at a voluntary board meeting in my capacity as Chair,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12919,
12920,"Payment received on 01 June 2025 - £4,100.00",4136,2025-07-17,2025-07-17,,Employment and earnings - Ad hoc payments,1171,Liam Byrne,True,2025-06-01,,Monetary,Advance for book,4100.00,40.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12920,
12906,"Payment received on 27 June 2025 - £1,131.00",5988,2025-07-16,2025-07-16,,Employment and earnings - Ad hoc payments,5067,Tony Vaughan,True,2025-06-27,,Monetary,,1131.00,3.00,"21/4/25 1.5hours
23/4/25 1.5hours",True,confidential,False,confidential,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12906,
12851,"Payment received on 25 June 2025 - £2,392.50",11839,2025-07-09,2025-07-14,,Employment and earnings - Ad hoc payments,350,Sir John Hayes,True,2025-06-25,,Monetary,,2392.50,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12851,
12874,Payment received on 25 June 2025 - £105.74,11502,2025-07-11,2025-07-11,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-06-25,,Monetary,,105.74,9.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12874,
12873,Payment received on 09 July 2025 - £51.91,11502,2025-07-11,2025-07-11,,Employment and earnings - Ad hoc payments,4743,Lee Anderson,True,2025-07-09,,Monetary,,51.91,3.00,This is an estimated number of hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12873,
12871,"Payment received on 08 July 2025 - £2,250.00",10930,2025-07-10,2025-07-11,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2025-07-08,,Monetary,For articles,2250.00,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12871,
12875,"Payment received on 09 July 2025 - £1,594.68",11413,2025-07-11,2025-07-11,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-07-09,,Monetary,,1594.68,5.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12875,
12839,"Payment received on 30 June 2025 - £1,000.00",12619,2025-07-09,2025-07-09,,Employment and earnings - Ad hoc payments,146,Barry Gardiner,True,2025-06-30,,Monetary,,1000.00,25.00,estimated,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12839,
12826,Payment received on 08 July 2025 - £180.00,12031,2025-07-08,2025-07-08,,Employment and earnings - Ad hoc payments,5158,Rupert Lowe,True,2025-07-08,,Monetary,,180.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12826,
12825,"Payment received on 27 June 2025 - £4,000.00",12266,2025-07-08,2025-07-08,,Employment and earnings - Ad hoc payments,4095,Steve Barclay,True,2025-06-27,,Monetary,,4000.00,10.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/12825,
