public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/24824,Mark Garnier,Miscellaneous,2021-03-15,2022-09-05 (latest),"From 10 March 2021, Director of the Satellite Finance Network, a company limited by guarantee providing support and advice for space sector start-up companies. This is an unpaid role, requiring one day per month commitment. (Registered 15 March 2021)",the Satellite Finance Network,
uk.org.publicwhip/person/24824,Mark Garnier,Miscellaneous,2022-01-04,2022-09-05 (latest),"From 22 November 2021, Chair of the advisory board of the Space Energy Initiative, a non-profit organisation set up within the Satellite Applications Catapult to support those exploring the possibility of space based solar power. This is an unpaid role and involves chairing four meetings a year. (Registered 14 December 2021)",the Space Energy Initiative; the Satellite Applications Catapult,
uk.org.publicwhip/person/24824,Mark Garnier,(i) Shareholdings: over 15% of issued share capital,2021-10-04,2022-09-05 (latest),"From 22 September 2021, sole director and shareholder of Kemyel Ltd (dormant), a company set up to manage my financial interests. (Registered 04 October 2021)",Kemyel Ltd,
uk.org.publicwhip/person/24824,Mark Garnier,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),"From 23 June 2017, a residential property in Cornwall owned jointly with my spouse: (i) and (ii). (Registered 27 June 2017)",,
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2022-03-28,2022-09-05 (latest),"From 8 September 2020 until 8 March 2022, member of Advisory Board of Laser Light Communications, 1818 Library Street, Suite 500, Reston, VA 20190, USA, a start-up satellite company developing data connectivity through lasers. Contingent upon the company achieving certain significant financial milestones, I may receive £5,000 per month in back pay, limited to the 18 months worked up to the point of departure. Hours: approx. 10 hours per month. Any remuneration for this role will be listed below. (Registered 10 September 2020; updated 21 March 2022)",Advisory Board of Laser Light Communications,"5,000"
uk.org.publicwhip/person/24824,Mark Garnier,Family members employed and paid from parliamentary expenses,2020-01-11,2022-09-05 (latest),"I employ my spouse, Caroline Garnier, as Office Manager.",,
uk.org.publicwhip/person/24824,Mark Garnier,Miscellaneous,2020-01-11,2022-09-05 (latest),Member of the Court of the Worshipful Company of Coachmakers and Coach Harness Makers of London. (Updated 19 May 2015),the Court of the Worshipful Company of Coachmakers,
uk.org.publicwhip/person/24824,Mark Garnier,Visits outside the UK,2022-02-14,2022-09-05 (latest),Name of donor: Middle East Forum Ltd (UK Abraham Accords Group),Middle East Forum Ltd; UK Abraham Accords Group,
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2021-02-01,2022-05-16,"From 1 April 2019 until 31 March 2022, Principal Speaker for BRI Wealth Management plc, BRI House, Elm Court, Meriden Business Park, Meriden CV5 9RL. From 1 April 2020, I receive £10,000 per annum, paid in quarterly instalments, for speaking at eight client events and writing occasional articles for client newsletters. Hours: 64 hrs in total. I consulted ACoBA about this appointment. Hours: 64 hrs a year. (Registered 25 April 2019, updated 14 April 2020 and 01 February 2021)",BRI Wealth Management plc; BRI House; Elm Court,"10,000"
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2020-09-14,2022-03-14,"From 8 September 2020 until further notice, member of Advisory Board of Laser Light Communications, 1818 Library Street, Suite 500, Reston, VA 20190, USA, a start-up satellite company developing data connectivity through lasers. I will receive £5,000 a month. Contingent upon the company achieving certain significant financial milestones, I will also receive 50,000 share options. Hours: expected to be approx. 10 hours per month. (Registered 10 September 2020)",Advisory Board of Laser Light Communications,"5,000"
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2020-11-23,2021-11-29,"Payment of £300 expected from News UK, 1 London Bridge Street, London SE1 9GF, for an article for the Sunday Sun online written on 10 September 2020 and published on 13 September 2020. Hours: 1 hr. (Registered 23 November 2020)",,300
uk.org.publicwhip/person/24824,Mark Garnier,Visits outside the UK,2020-03-16,2021-02-15,Name of donor: Satellite Applications Catapult Ltd,Satellite Applications Catapult Ltd,
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2020-01-11,2021-01-18,"From 1 April 2019 until 31 March 2020, Principal Speaker for BRI Wealth Management plc, BRI House, Elm Court, Meriden Business Park, Meriden CV5 9RL. I will receive £12,000, paid in quarterly instalments, for speaking at eight client events and writing occasional articles for client newsletters. Hours: 64 hrs in total. I consulted ACoBA about this appointment. (Registered 25 April 2019)",BRI Wealth Management plc; BRI House; Elm Court,"12,000"
uk.org.publicwhip/person/24824,Mark Garnier,Employment and earnings,2020-04-14,2021-01-18,"From 1 April 2020 until 31 March 2021, Principal Speaker for BRI Wealth Management plc, BRI House, Elm Court, Meriden Business Park, Meriden CV5 9RL. I will receive £10,000, paid in quarterly instalments, for speaking at eight client events and writing occasional articles for client newsletters. Hours: 64 hrs in total. (Registered 14 April 2020)",BRI Wealth Management plc; BRI House; Elm Court,"10,000"
uk.org.publicwhip/person/24824,Mark Garnier,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Michael Hintze,,
uk.org.publicwhip/person/24824,Mark Garnier,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-07-20,Name of donor: Guards Polo Club,,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"(ii) Other shareholdings, valued at more than £70,000",2020-01-11,2022-09-05 (latest),"From 23 February 2017, British Telecom; telecommunications services company. (Registered 24 February 2017)",British Telecom,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-04-12,2022-09-05 (latest),"From 31 March 2021, a residential property in Dubai: (i). (Registered 12 April 2021)",,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),"House in London, rented out from 30 June 2015: (i) and (ii). (Registered 31 July 2015)",House,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Gifts, benefits and hospitality from UK sources",2022-07-11,2022-09-05 (latest),Name of donor: Global Media & Entertainment Ltd,Global Media & Entertainment Ltd,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Gifts, benefits and hospitality from UK sources",2022-08-08,2022-09-05 (latest),Name of donor: Sony Music Entertainment,Sony Music Entertainment,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Gifts, benefits and hospitality from UK sources",2022-07-11,2022-09-05 (latest),Name of donor: The Football Association Premier League Ltd,The Football Association Premier League Ltd,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: Universal Music,Universal Music,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),"Residential property and 31 acres of land in Warwickshire, with stables run as a livery yard by Zahawi and Zahawi Ltd who also receive rental income for them: (i) and (ii). (Updated 08 January 2020)",Zahawi and Zahawi Ltd,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"(ii) Other shareholdings, valued at more than £70,000",2021-05-17,2022-04-19,"Until 20 April 2021, SThree; international specialist recruitment business. (Updated 29 April 2021)",SThree,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"(ii) Other shareholdings, valued at more than £70,000",2020-01-11,2021-04-26,SThree; international specialist recruitment business.,SThree,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Bansols Beta Ltd,,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Cavendish Holdings Ltd,Cavendish Holdings Ltd,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Jo Bamford,,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: MFL Finance Ltd,MFL Finance Ltd,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Nick M. Finegold,,
uk.org.publicwhip/person/24822,Nadhim Zahawi,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Peter Cruddas,,
uk.org.publicwhip/person/24822,Nadhim Zahawi,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-01-18,"Until 1 January 2020, residential buy to let property in London, divided into three flats: (i) and (ii). (Registered 12 June 2013; updated 08 January 2020)",,
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2021-11-29,2022-09-05 (latest),"From 24 March 2017 until 25 November 2021, unpaid director of Furthest from the Sea, a not-for-profit organisation based in Derbyshire but operating around the country, which supports the development of artistic talent. (Registered 04 April 2017; updated 29 November 2021)",Derbyshire,
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2021-04-12,2022-09-05 (latest),"From 26 June 2019, unpaid Trustee of the Industry and Parliamentary Trust, an organisation promoting dialogue between Parliament and business. (Registered 29 March 2021)",Trustee; Parliament,
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2021-04-12,2022-09-05 (latest),"From 27 November 2020, Trustee of TADCT (The Aortic Dissection Charitable Trust) (unpaid). (Registered 25 March 2021)",,
uk.org.publicwhip/person/24821,Pauline Latham,Visits outside the UK,2022-09-05 (latest),2022-09-05 (latest),Name of donor: All-Party Parliamentary Group on Malaria and Neglected Tropical Diseases,,
uk.org.publicwhip/person/24821,Pauline Latham,"Gifts, benefits and hospitality from UK sources",2022-06-27,2022-09-05 (latest),Name of donor: Morley Hayes,,
uk.org.publicwhip/person/24821,Pauline Latham,Employment and earnings,2021-08-23,2022-08-08,"27 July 2021, payment of £275 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey. Hours: 1 hr. Fee paid direct to charity. (Registered 03 August 2021)",,275
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2021-07-12,2022-06-27,"From 1 March 2013 until 27 June 2021, unremunerated Board Member of the charity WE (formerly Free the Children). (Registered 01 May 2013; updated 02 February 2016, 05 April 2017 and 29 June 2021)",Board,
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2020-01-11,2021-11-15,"From 24 March 2017, unpaid director of Furthest from the Sea, a not-for-profit organisation based in Derbyshire but operating around the country, which supports the development of artistic talent. (Registered 04 April 2017)",Derbyshire,
uk.org.publicwhip/person/24821,Pauline Latham,Miscellaneous,2020-01-11,2021-06-28,"From 1 March 2013, unremunerated Board Member of the charity WE (formerly Free the Children). (Registered 01 May 2013; updated 02 February 2016 and 05 April 2017)",Board,
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-11-29,2022-09-05 (latest),"11 November 2021, payment of £120. Hours: 1 hr. (Registered 18 November 2021)",,120
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2022-09-05 (latest),2022-09-05 (latest),"15 August 2022, received £225. Hours: 2 hrs. (Registered 15 August 2022)",,225
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2022-03-14,2022-09-05 (latest),"24 February 2022, received £225. Hours: 2 hrs. (Registered 01 March 2022)",,225
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2022-02-14,2022-09-05 (latest),"24 January 2022, received £225. Hours: 2 hrs. (Registered 02 February 2022)",,225
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-09-20,2022-09-05 (latest),"6 September 2021, received £120. Hours: 1 hr. (Registered 08 September 2021)",,120
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-12-13,2022-09-05 (latest),"9 December 2021, payment of £150. Hours: 1 hr. (Registered 10 December 2021)",,150
uk.org.publicwhip/person/24818,Catherine McKinnell,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2022-09-05 (latest),Joint owner of residential rented property in Northumberland: (i).,,
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2022-02-14,2022-09-05 (latest),"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys. All fees paid direct to my constituency communications fund.",,
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-11-29,2022-09-05 (latest),"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys. All fees paid direct to my constituency communications fund. (Updated 23 November 2021)",YouGov; Featherstone Street,
uk.org.publicwhip/person/24818,Catherine McKinnell,Miscellaneous,2020-01-11,2022-09-05 (latest),Solicitor (currently non-practising).,,
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-08-23,2022-07-11,"27 July 2021, received £120. Hours: 1 hr. (Registered 29 July 2021)",,120
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-08-23,2022-07-11,"30 April 2021, received £100. Hours: 1 hr. (Registered 29 July 2021)",,100
uk.org.publicwhip/person/24818,Catherine McKinnell,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-06-28,2022-06-27,Name of donor: UNISON Northern,,
uk.org.publicwhip/person/24818,Catherine McKinnell,Employment and earnings,2021-08-23,2021-11-15,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys:",YouGov; Featherstone Street,
uk.org.publicwhip/person/24818,Catherine McKinnell,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Charlie Parsons Creative Ltd,Charlie Parsons Creative Ltd,
uk.org.publicwhip/person/24818,Catherine McKinnell,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Unison Northern,,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2020-01-11,2022-09-05 (latest),"Director (unpaid) of The Norfolk Way, a non-profit social enterprise. (Registered 02 February 2018)",The Norfolk Way,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-03-01,2022-09-05 (latest),"From 1 April 2020, Trustee (unpaid), and between 1 October 2020 and 12 November 2020, Chair (unpaid), of the Big Tent Foundation, a not-for-profit non-party foundation for the renewal of mainstream political engagement; formerly the Capital Ideas Foundation Ltd, of which I was the Board Chairman/Director (unpaid) between 16 August 2017 and 7 September 2019. (Registered 02 February 2018; updated 17 February 2021)",Trustee; Chair; the Big Tent Foundation; non-party foundation; the Capital Ideas Foundation Ltd,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-03-01,2022-09-05 (latest),"From 1 November 2018, Chair (unpaid) of Bridge of Hope, a not-for-profit project, set up by the Racing Foundation and RESUME Foundation, to help the marginalised gain a job in the horseracing industry. (Registered 17 February 2021)",Chair; Bridge of Hope; the Racing Foundation; RESUME Foundation,
uk.org.publicwhip/person/24817,George Freeman,(i) Shareholdings: over 15% of issued share capital,2021-02-15,2022-09-05 (latest),"From 24 December 2020, Regeneration Advisory Ltd, a specialist regeneration consultancy for supporting local regeneration projects. (Registered 11 February 2021)",Regeneration Advisory Ltd,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-11-15,2022-09-05 (latest),"From 6 January 2021 until 2 November 2021, Director (unpaid) of Reform for Resilience Ltd. (Registered 11 February 2021; updated 17 February 2021 and 10 November 2021)",Reform for Resilience Ltd.,
uk.org.publicwhip/person/24817,George Freeman,(i) Shareholdings: over 15% of issued share capital,2021-11-15,2022-09-05 (latest),"From 6 January 2021 until 2 November 2021, Reform for Resilience Ltd, a company limited by guarantee set up by the not-for-profit Reform for Resilience Commission. (Registered 11 February 2021; updated 17 February 2021 and 10 November 2021)",Reform for Resilience Commission,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2022-03-28,2022-03-28,"From 24 December 2020 until 1 March 2021, Director (unpaid) of Regeneration Advisory Ltd. (Registered 11 February 2021, updated 25 March 2022)",Regeneration Advisory Ltd.,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-02-15,2022-03-14,"From 24 December 2020, Director (unpaid) of Regeneration Advisory Ltd. (Registered 11 February 2021)",Regeneration Advisory Ltd.,
uk.org.publicwhip/person/24817,George Freeman,"Gifts, benefits and hospitality from UK sources",2021-03-01,2022-02-14,Name of donor: Dawn Middleton,,
uk.org.publicwhip/person/24817,George Freeman,Employment and earnings,2020-11-09,2021-11-29,"1 August 2020, received £5,000 for communications advice. Hours: 100 hrs over one year. (Registered 15 October 2020; updated 06 November 2020)",,"5,000"
uk.org.publicwhip/person/24817,George Freeman,Employment and earnings,2020-11-09,2021-11-29,"1 June 2020, received £5,000 for technology consulting from Aerosol Shield Ltd, a group of clinicians and medical technology specialists working on the problem of cross contamination during the Covid-19 Pandemic. Address of payer: The Bizzinn, Birmingham Research Park, 97 Vincent Drive, Birmingham B15 2SQ. Hours: 23 hrs over two months. (Registered 15 October 2020; updated 06 November 2020)",Aerosol Shield Ltd,"5,000"
uk.org.publicwhip/person/24817,George Freeman,Employment and earnings,2020-11-09,2021-11-29,"Payments from The Big Tent Ideas Festival, a not-for-profit non-party foundation for the renewal of mainstream political engagement. Address of payer: c/o The Raingods Ltd, 76 Vincent Square, London SW1P 2PD.",The Big Tent Ideas Festival; non-party foundation; The Raingods Ltd,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-03-01,2021-11-01,"From 6 January 2021, Director (unpaid) of Reform for Resilience Ltd. (Registered 11 February 2021; updated 17 February 2021)",Reform for Resilience Ltd.,
uk.org.publicwhip/person/24817,George Freeman,(i) Shareholdings: over 15% of issued share capital,2021-03-01,2021-11-01,"From 6 January 2021, Reform for Resilience Ltd, a company limited by guarantee set up by the not-for-profit Reform for Resilience Commission. (Registered 11 February 2021; updated 17 February 2021)",Reform for Resilience Commission,
uk.org.publicwhip/person/24817,George Freeman,Employment and earnings,2020-11-09,2021-04-26,"4 September 2019, received £1,000 plus expenses for setting up the foundation. Hours: approx. 200 hrs in total over two years. (Registered 06 April 2020)",,"1,000"
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2020-01-11,2021-02-15,"From 16 August 2016, Chairman (unpaid) of the Board of the Capital Ideas Foundation Ltd, a non-profit company. (Registered 02 February 2018)",the Board of the Capital Ideas Foundation Ltd,
uk.org.publicwhip/person/24817,George Freeman,Miscellaneous,2021-02-15,2021-02-15,"From 24 December 2020, Director (unpaid) of Reform for Resilience Ltd. (Registered 11 February 2021)",Reform for Resilience Ltd.,
uk.org.publicwhip/person/24817,George Freeman,(i) Shareholdings: over 15% of issued share capital,2021-02-15,2021-02-15,"From 24 December 2020, Reform for Resilience Ltd, a company limited by guarantee, currently dormant, set up by the Reform for Resilience Commission. (Registered 11 February 2021)",the Reform for Resilience Commission,
uk.org.publicwhip/person/24817,George Freeman,Employment and earnings,2020-04-14,2020-10-26,"4 September 2019, received £1,000 plus expenses from The Big Tent Ideas Festival, for setting up this not-for-profit non-party foundation for the renewal of mainstream political engagement. Address of payer: c/o The Raingods Ltd, 76 Vincent Square, London SW1P 2PD. Hours: approx 200 hours in total over two years. (Registered 06 April 2020)",The Big Tent Ideas Festival; non-party foundation; The Raingods Ltd,"1,000"
uk.org.publicwhip/person/24816,Liz Kendall,(b) Any other support not included in Category 2(a),2020-01-11,2021-01-18,Name of donor: Anthony Watson,,
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-07-20,"3 July 2019, received £350 for an appearance on 13 June 2019. Hours: 1 hr. (Registered 10 July 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-07-20,"4 July 2019, received £350 for an appearance on 27 June 2019. Hours: 1 hr. (Registered 10 July 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-07-20,"Payments from the BBC, Broadcasting House, Portland Place, London W1A 1AA, for appearing on the programme ‘This Week’:",BBC; Broadcasting House,
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-05-26,"16 May 2019, received £350 for an appearance on 9 May 2019. Hours: 1 hr. (Registered 20 May 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-04-27,"28 March 2019, received £350 for an appearance on 14 March 2019. Hours: 1 hr. (Registered 01 April 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-03-30,"7 March 2019, received £350 for an appearance on 28 February 2019. Hours: 1 hr. (Registered 19 March 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-01-11,"23 January 2019, received £350 for an appearance on 10 January 2019. Hours: 1 hr. (Registered 24 January 2019)",,350
uk.org.publicwhip/person/24816,Liz Kendall,Employment and earnings,2020-01-11,2020-01-11,"31 December 2018, received £350 for an appearance on 20 December 2018. Hours: 1 hr. (Registered 09 January 2019)",,350
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-09-05 (latest),2022-09-05 (latest),Name of donor: Alan Charles Parker,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-07-11,2022-09-05 (latest),Name of donor: Blue Square Marketing Ltd,Blue Square Marketing Ltd,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-05-30,2022-09-05 (latest),Name of donor: BrandIn Ltd,BrandIn Ltd,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-06-27,2022-09-05 (latest),Name of donor: Brenda Gudgeon,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-06-27,2022-09-05 (latest),Name of donor: Dr Wafik Moustafa,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-07-11,2022-09-05 (latest),Name of donor: From BrandIN Limited,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-10-18,2022-09-05 (latest),Name of donor: Jiri Zrust,,
uk.org.publicwhip/person/24815,Dominic Raab,"Gifts, benefits and hospitality from UK sources",2021-11-29,2022-09-05 (latest),Name of donor: Jockey Club Racecourses Limited,Jockey Club Racecourses Limited,
uk.org.publicwhip/person/24815,Dominic Raab,"Gifts, benefits and hospitality from UK sources",2021-11-15,2022-09-05 (latest),Name of donor: Shooting Star Children’s Hospices,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-09-06,2022-08-08,Name of donor: The Red House (Ashtead) Ltd Morris Lane & Co,The Red House (Ashtead) Ltd Morris Lane & Co,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-08-23,2022-07-11,Name of donor: Dmitry Leus,,
uk.org.publicwhip/person/24815,Dominic Raab,Miscellaneous,2021-06-28,2022-06-27,"On 6 June 2021, Esher and Walton Connect (business club) paid the £300 annual fee for my website. (Registered 21 June 2021)",Esher,300
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2022-02-14,Name of donor: Esher and Walton Connect (business club),,
uk.org.publicwhip/person/24815,Dominic Raab,Miscellaneous,2021-01-18,2022-01-17,"On 4 January 2021, Esher and Walton Connect (business club) paid £188.68 towards the cost of delivery of my 2021 Westminster report. (Registered 08 January 2021)",Esher,188.68
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-03-02,2021-01-18,Name of donor: 5 Oceans Partnership Ltd,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-12-21,Name of donor: Simon Keswick,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-11-23,Name of donor: Martin Shenfield,,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-10-26,Name of donor: John Lewis,,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-10-26,Name of donor: Paul Luke,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-10-26,Name of donor: Sir Martyn Arbib,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-10-26,Name of donor: Sir Michael Hintze,,
uk.org.publicwhip/person/24815,Dominic Raab,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2020-09-28,Name of donor: Cameron Marshall,,
uk.org.publicwhip/person/24815,Dominic Raab,"Gifts, benefits and hospitality from UK sources",2020-01-11,2020-09-28,Name of donor: Chelsea FC Foundation,Chelsea FC Foundation,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-09-28,Name of donor: IPGL Ltd,IPGL Ltd,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-08-10,Name of donor: Arbuthnot Banking Group,Arbuthnot Banking Group,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-06-22,Name of donor: Cerus Engineering Ltd,Cerus Engineering Ltd,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-06-22,Name of donor: Dunmoore (West London) Ltd,,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-06-22,Name of donor: Lord Philip Harris,,
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-05-26,"1 May 2019, received £270 for a column written on 14 April 2019. Hours: 2 hrs. (Registered 07 May 2019)",,270
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-05-26,Name of donor: Martin Harris,,
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-05-26,"Payments from the Daily and Sunday Telegraph, 111 Buckingham Palace Road, London SW1W 0DT:",111,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-04-27,Name of donor: Dominic Burke,,
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-04-27,Name of donor: Toby Ward,,
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-03-30,"20 March 2019, received £270 for a column published on 10 March 2019. Hours: 2 hrs. (Registered 28 March 2019)",,270
uk.org.publicwhip/person/24815,Dominic Raab,(b) Any other support not included in Category 2(a),2020-01-11,2020-03-30,Name of donor: Melior Advisers Ltd,,
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-02-10,"20 February 2019, received £270 for a column published on 10 February 2019. Hours: 2.5 hrs. (Registered 25 February 2019)",,270
uk.org.publicwhip/person/24815,Dominic Raab,Employment and earnings,2020-01-11,2020-02-10,"30 January 2019, received £600 for a column published on 16 November 2018. Hours: 2 hrs. (Registered 01 February 2019)",,600
