ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,VisitLocations,VisitLocations_1_Country,VisitLocations_1_Destination,Purpose,StartDate,EndDate,Appg,Donors,Donors_1_Name,Donors_1_IsPrivateIndividual,Donors_1_PublicAddress,Donors_1_PaymentType,Donors_1_PaymentDescription,Donors_1_Value,Donors_1_IsSoleBeneficiary,VisitLocations_2_Country,VisitLocations_2_Destination,VisitLocations_3_Country,VisitLocations_3_Destination,Donors_2_Name,Donors_2_IsPrivateIndividual,Donors_2_PublicAddress,Donors_2_PaymentType,Donors_2_PaymentDescription,Donors_2_Value,Donors_2_IsSoleBeneficiary,Donors_3_Name,Donors_3_IsPrivateIndividual,Donors_3_PublicAddress,Donors_3_PaymentType,Donors_3_PaymentDescription,Donors_3_Value,Donors_3_IsSoleBeneficiary,Donors_4_Name,Donors_4_IsPrivateIndividual,Donors_4_PublicAddress,Donors_4_PaymentType,Donors_4_PaymentDescription,Donors_4_Value,Donors_4_IsSoleBeneficiary,Donors_5_Name,Donors_5_IsPrivateIndividual,Donors_5_PublicAddress,Donors_5_PaymentType,Donors_5_PaymentDescription,Donors_5_Value,Donors_5_IsSoleBeneficiary,Link_1
4747,,International visit to India between 18 February 2024 and 25 February 2024,2024-03-14,2024-03-18,,Visits outside the UK,Navendu Mishra,4811,,India,,"A Labour delegation to several cities in the Republic of India to meet business, political and faith groups.",18/02/2024,25/02/2024,,,Federation of Indian Chambers and Commerce and Industry,False,"FICCI Federation House, Tansen Marg, New Delhi, 110001",In kind,"Travel, accommodation and food",11304.50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4747
4748,,International visit to Israel between 14 February 2024 and 18 February 2024,2024-03-05,2024-03-18,,Visits outside the UK,Layla Moran,4656,,Israel,and Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,False,"Star House 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance",2440.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4748
4668,,International visit to Cyprus between 13 February 2024 and 16 February 2024,2024-03-13,2024-03-18,,Visits outside the UK,Fabian Hamilton,415,,,,Parliamentary and other meetings as part of a Cyprus APPG trip.,13/02/2024,16/02/2024,Cyprus APPG,,"House of Representatives, Republic of Cyprus",False,"1102 Nicosia, Cyprus",In kind,"Travel (£183.83), accommodation (£461.72) and meals (£106.88)",752.43,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4668
3896,,International visit to Israel between 14 February 2024 and 18 February 2024,2024-02-23,2024-03-18,,Visits outside the UK,Kit Malthouse,4495,,Israel,and the Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza.,14/02/2024,18/02/2024,,,Yachad,False,Star House 104-108 Grafton Road NW5 4BA,In kind,"Flights, accommodation, hospitality",2438.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3896
3876,,International visit to India between 05 February 2024 and 07 February 2024,2024-02-26,2024-03-17,,Visits outside the UK,Mr David Lammy,206,,India,Delhi & Mumbai,To develop bilateral relations with the Indian government.,05/02/2024,07/02/2024,,,Federation of Indian Chambers of Commerce and Industry,False,"Federation House, Tansen Marg, New Delhi 110001",In kind,Local transport in Delhi and Mumbai for me and one member of staff,648.40,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3876
4096,,International visit to Cyprus between 13 February 2024 and 16 February 2024,2024-02-23,2024-03-13,,Visits outside the UK,Caroline Nokes,4048,,Cyprus,,APPG for Cyprus delegation to strengthen inter-parliamentary connections between the Republic of Cyprus and UK and to discuss latest developments on efforts to restart negotiations to reunite Cyprus,13/02/2024,16/02/2024,APPG For Cyprus,,House of Representatives of the Republic of Cyprus,False,"1102 Nicosia, Cyprus",In kind,"Accommodation (£461.08), transport (£183.58) and meals (£106.73)",751.39,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4096
4127,,International visit to Israel between 14 February 2024 and 18 February 2024,2024-02-29,2024-03-12,,Visits outside the UK,Alex Sobel,4658,,Israel,and Occupied Palestinian Territories,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a two state solution and respond to the humanitarian situation in Gaza,14/02/2024,18/02/2024,,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, food, speakers fees and conflict area insurance.",2440.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4127
3212,,International visit between 17 November 2023 and 19 November 2023,2023-12-05,2024-02-08,,Visits outside the UK,David Davis,373,,Bahrain,,Attending International Institute for Strategic Studies Manama Dialogue 2023 as part of a Conservative Middle East Council delegation.,17/11/2023,19/11/2023,,,Bahrain Ministry of Foreign Affairs,False,"PO Box 547, Government Road, Manama, Kingdom of Bahrain",In kind,"Transportation (£701.01), accommodation (£540) and dinners/hospitality (£163)",1404.01,True,,,,,"International Institute for Strategic Studies, Middle East",False,"14th Floor, GFH Tower, Bahrain Financial Harbour, Building 1411, Road 4625, Manama 346, Kingdom of Bahrain",In kind,Transportation (£25) and hospitality (£24.50),59.50,True,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3212
3193,,International visit between 26 November 2023 and 29 November 2023,2023-12-07,2024-02-08,,Visits outside the UK,Sir Iain Duncan Smith,152,,United States,Washington DC,To attend meetings with Republican members of Congress concerning support for Ukraine.,26/11/2023,29/11/2023,,,Conservative Friends of Ukraine,False,"One Bartholomew Close, London EC1A 7BL",In kind,"Flights (£10,080.21) and accommodation (£629.91)",10710.12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3193
3191,,International visit to United States between 13 November 2023 and 16 November 2023,2023-11-29,2024-02-08,,Visits outside the UK,Alex Davies-Jones,4849,,United States,Washington DC,"Delegation of Conservative and Labour MPs convened by CGP's 1946 Caucus, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£458.90); hotel accommodation, including breakfasts (£1,575.60); economy flights (£2,227.90); and food (£441.80)",4704.20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3191
3194,,International visit between 24 September 2023 and 27 September 2023,2023-12-11,2024-02-08,,Visits outside the UK,Colum Eastwood,4846,,United States,"Boston, MA",Discussion about the Good Friday Agreement Anniversary.,24/09/2023,27/09/2023,,,Edward M. Kennedy Institute,False,"210 Morrissey Boulevard, Boston, MA. 02125",In kind,"Flights (approx. £1,100.62) and hotel (approx. £673.40)",1774.02,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3194
3192,,International visit to United States between 13 November 2023 and 16 November 2023,2023-11-30,2024-02-08,,Visits outside the UK,Stephen Doughty,4264,,United States,Washington DC,"To take part in a cross party delegation convened by CGP's 1946 Caucus, in my capacity as Shadow Minister for Europe and North America, including discussions with US policymakers, officials and policy professionals to consider joint UK-US foreign policy challenges.",13/11/2023,16/11/2023,,,Coalition for Global Prosperity (CGP) (funded by the Eleanor Crook Foundation),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Airport transfers and other car services (£486.30); hotel accommodation, including breakfasts £1,575.60; economy flights (£2,227.90); and food (£473.54) (value is estimated)",4763.34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3192
2314,,International visit between 29 September 2023 and 07 October 2023,2023-10-12,2023-12-23,,Visits outside the UK,Afzal Khan,4671,,Pakistan,,"Production of tourism documentary, undertaken as Chair of the APPG on Britain-Pakistan Trade and Tourism.",29/09/2023,07/10/2023,APPG on Britain-Pakistan Trade and Tourism,,Esplanade Vale Media Limited (trading as British Muslim TV),False,"Victoria Chambers, 40 Wood Street, Wakefield WF1 2HB",In kind,Domestic flights and transportation (£741.13); hotels and entry fees (£258.95); and food (£38),1038.08,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2314
2333,,International visit between 29 September 2023 and 04 October 2023,2023-10-09,2023-12-23,,Visits outside the UK,Jim Shannon,4131,,United States,"Salt Lake City, Utah","As chair of the APPG for the Freedom of Religious Belief, to lead a delegation to Salt Lake City to speak in the plenary session in ICLRS Law and Religious Symposium.",29/09/2023,04/10/2023,APPG for International Freedom of Religion or Belief,,International Centre for Law and Religious Studies (ICLRS),False,"J Reuben Clarke Centre, 341 E Campus Dr, Provo, UT 84602, USA",In kind,"Estimate of the probable value (or amount of any donation): Accommodation with meals (£1,233.67) and flights (£1,304.75)",2538.42,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2333
2357,,International visit to Qatar between 19 September 2023 and 23 September 2023,2023-10-16,2023-12-23,,Visits outside the UK,Mohammad Yasin,4598,,Qatar,Doha,"Qatar APPG visit to meet with ministers, the Shura Council and senior local and international stakeholders in international development to explore ways of enhancing UK-Qatar cooperation on global development and aid.",19/09/2023,23/09/2023,APPG on Qatar,,Ministry of Foreign Affairs of the State of Qatar,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Return flights, accommodation and food (value is estimated)",6872.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2357
2289,,International visit between 15 September 2023 and 20 September 2023,2023-10-16,2023-12-23,,Visits outside the UK,Judith Cummins,4391,,Thailand,,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",15/09/2023,20/09/2023,APPG for Thailand,,"Thailand Embassy, United Kingdom",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,"Flights (£1,574.31) and accommodation (£627.38)",2201.69,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2289
2309,,International visit between 05 September 2023 and 08 September 2023,2023-10-02,2023-12-23,,Visits outside the UK,Ruth Jones,4716,,Taiwan,Taipei,"As an officer of the APPG for the Freedom of Religious Beliefs, to lead a delegation to the Taiwan International Religious Freedom Summit and be the keynote speaker at the plenary session.",05/09/2023,08/09/2023,APPG for International Freedom of Religion or Belief,,ChinaAid,False,"1300 Pennsylvania Ave. NW, Suite 700 Washington, DC 20004",In kind,"Accommodation (£304), economy class flights (£2,157.11) and other travel (£15)",2466.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2309
2303,,International visit between 15 September 2023 and 21 September 2023,2023-10-16,2023-12-23,,Visits outside the UK,Emma Hardy,4645,,Thailand,Bangkok,"APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.",15/09/2023,21/09/2023,APPG for Thailand,,"Royal Thai Embassy, London",False,"29-30 Queen's Gate, South Kensington, London SW7 5JB",In kind,Flights and accommodation,2201.69,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2303
2305,,International visit to Panama between 16 September 2023 and 23 September 2023,2023-10-05,2023-12-23,,Visits outside the UK,Dr Rupa Huq,4511,,Panama,,"APPG on Population, Development and Reproductive Health study tour with parliamentarians from across Europe to learn more about sexual and reproductive rights in El Salvador and Panama.",16/09/2023,23/09/2023,"APPG on Population, Development and Reproductive Health",,European Parliamentary Forum for Sexual & Reproductive Rights,False,"23 Rue Montover, 1000 Brussels, Belgium",In kind,"Travel, accommodation, food and drink",2186.20,True,El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2305
1239,,International visit between 02 October 2023 and 04 October 2023,2023-10-24,2023-12-17,,Visits outside the UK,Stephen Doughty,4264,,Poland,Warsaw,Attending and contributing to the Warsaw Security Forum in my role as Labour’s Shadow Minister for Europe and North America.,02/10/2023,04/10/2023,,,The Casimir Pulaski Foundation,False,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£169.33), accommodation (£187.77), conference entry and hospitality (£201.67)",558.77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1239
1589,,International visit between 02 October 2023 and 04 October 2023,2023-10-23,2023-12-17,,Visits outside the UK,Luke Pollard,4682,,Poland,Warsaw,"Attending and speaking on a panel at the Warsaw Security Forum, involving participation in conference, seminars and expert discussion with Ministers, MPs, officials and third sector representatives.",02/10/2023,04/10/2023,,,Casimir Pulaski Foundation,False,"6 Oleandrow, 00-629 Warsaw, Poland",In kind,"Flights and transfers (£183.57), accommodation (£187.80) and the average cost of the conference per person (£201.10)",572.47,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1589
2045,,International visit between 15 September 2023 and 17 September 2023,2023-10-03,2023-12-17,,Visits outside the UK,Mr David Lammy,206,,Canada,Montreal,Attend and speak at Global Progress Summit.,15/09/2023,17/09/2023,,,Canada 20/20 Corporation,False,"35 O'Connor Street, Suite 302, Ottawa, Ontario K1P 4MS",In kind,"Flights, transfers and hotel",965.46,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2045
1756,,International visit between 29 September 2023 and 01 October 2023,2023-10-23,2023-12-17,,Visits outside the UK,Naz Shah,4409,,Pakistan,Jaranwala,Visiting Christian minority communities that were persecuted to provide aid and support to them.,29/09/2023,01/10/2023,,,Islamic Relief Worldwide,False,"19 Rea Street South, Birmingham B5 6LB",In kind,Hotel accommodation and transport,600.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1756
2131,,International visit between 25 September 2023 and 29 September 2023,2023-10-04,2023-12-17,,Visits outside the UK,Fleur Anderson,4788,,Palestine,Occupied Palestinian Territory,Fact finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.,25/09/2023,29/09/2023,,,Medical Aid for Palestinians,False,"33A Islington park Street, London N1 1QB",In kind,"Flights, accommodation, food and transport",1695.00,True,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2131
2160,,International visit between 19 September 2023 and 24 September 2023,2023-10-20,2023-12-17,,Visits outside the UK,Dan Carden,4651,,Thailand,Bangkok,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend meetings at the House of Representatives of Thailand and other political, cultural and social events.",19/09/2023,24/09/2023,,,"Mrs. Pikulkeaw Krairiksh, Member of the Senate of Thailand",True,,In kind,"Accommodation, food and transport in Bangkok (value is estimated)",443.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2160
3437,,International visit to United Arab Emirates between 30 November 2023 and 05 December 2023,2023-12-22,2023-12-17,,Visits outside the UK,Ed Miliband,1510,,United Arab Emirates,,Attending COP28 as part of my frontbench role.,30/11/2023,05/12/2023,,,COP28 Presidency Office,False,"Capital Plaza, Abu Dhabi, United Arab Emirates",In kind,Airport transfer and daily travel by car during COP28 (value is approximate),1358.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3437
3625,,International visit to France between 25 January 2024 and 27 January 2024,2024-02-02,2023-12-17,,Visits outside the UK,Rushanara Ali,4138,,France,Paris,Attendance at the Franco British Colloque.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Accommodation and food,853.30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3625
3646,,International visit to United States between 27 November 2023 and 29 November 2023,2023-12-14,2023-12-17,,Visits outside the UK,Mr Mark Francois,1444,,United States,Washington DC,To attend meetings with Republican members of Congress concerning support for Ukraine.,27/11/2023,29/11/2023,,,Conservative Friends of Ukraine,False,"One Barthomolew Close, London EC1A 7BL",In kind,"Flights (£2,961) and accommodation (£419.94)",3380.95,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3646
3244,,International visit to Qatar between 26 November 2023 and 30 November 2023,2023-12-21,2023-12-17,,Visits outside the UK,Naz Shah,4409,,Qatar,Doha,To participate at the WISE Summit 2023 focusing on the future of education in light of emerging technologies such as Artificial Intelligence and meet senior Qatari foreign policy and education officials on the margins of the Summit.,26/11/2023,30/11/2023,,,Ministry of Foreign Affairs of the State of Qatar,False,"Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",5650.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3244
3130,,International visit to India between 14 October 2023 and 21 October 2023,2023-11-10,2023-12-17,,Visits outside the UK,Jeremy Corbyn,185,,India,Mumbai,To address an audience at International Transport Federation (ITF) Young Transport Workers Conference and attend an ITF Executive Board meeting.,14/10/2023,21/10/2023,,,International Transport Workers' Federation,False,"ITF House, 49-60 Borough Road, London SE1 1DR",In kind,"Flights, accommodation, meals, internal transport and incidentals",3162.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3130
3134,,International visit to South Africa between 13 October 2023 and 20 October 2023,2023-11-08,2023-12-17,,Visits outside the UK,Chris Hazzard,4636,,South Africa,Johannesburg,To present an update on the political situation in Ireland and Britain at the Dilemmas of Humanity Conference and participate in workshops and discussions involving political representatives and social activists.,13/10/2023,20/10/2023,,,Pan Africa Today,False,"87 De Korte Street, Braamfontein, Johannesburg, South Africa",In kind,"Flights (£1,104) and accommodation (£380)",1484.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3134
1460,,International visit between 14 September 2023 and 16 September 2023,2023-10-09,2023-12-17,,Visits outside the UK,Seema Malhotra,4253,,Germany,Neuhardenberg,To take part in the Konigswinter conference on German-British relations.,14/09/2023,16/09/2023,,,Deutsch-Britische Gesellschaft e.V,False,"Pariser Platz 6, 10117 Berlin",In kind,"Accommodation, food and conference administration fee",441.93,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1460
1833,,International visit between 12 October 2023 and 16 October 2023,2023-10-30,2023-12-17,,Visits outside the UK,Afzal Khan,4671,,Spain,,Attend the Annual Concordia Retreat hosted by the Concordia Forum.,12/10/2023,16/10/2023,,,The Concordia Network,False,"1 St Mark Street, London E1 8DA",In kind,"International flights (£593.21); accommodation, ground transportation in Spain, food and programme activities (£2,442.58)",3035.79,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1833
2161,,International visit between 27 September 2023 and 03 October 2023,2023-10-30,2023-12-17,,Visits outside the UK,Dan Carden,4651,,United Arab Emirates,Abu Dhabi and Dubai,"As President of the Forum of Young Parliamentarians at the Inter Parliamentary Union, to attend Climate Future Week events, meet with members of the Federal National Council, and develop plans for the engagement of young parliamentarians at COP28 UAE.",27/09/2023,03/10/2023,,,"United Arab Emirates, Federal National Council",False,"Abu Dhabi, P.O. Box 836, UAE",In kind,"Flights to and from the UAE, hotel accommodation, food and in-country transport (value is estimated)",6220.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2161
3205,,International visit to Turkey between 02 November 2023 and 07 November 2023,2023-12-05,2023-12-17,,Visits outside the UK,Naz Shah,4409,,Turkey,Istanbul,Training and supporting charitable efforts.,02/11/2023,07/11/2023,,,Mercy Mission UK,False,"203 Westgate, Bradford BD1 3AD",In kind,"Flights, transport and hotel accommodation",757.64,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3205
3439,,International visit to France between 25 January 2024 and 27 January 2024,2024-01-31,2023-12-17,,Visits outside the UK,Layla Moran,4656,,France,Paris,International conference to meet and exchange ideas with key European stakeholders.,25/01/2024,27/01/2024,,,Franco-British Colloque,False,"Station House, Station Approach, East Horsley KT24 6QX",In kind,Two nights' accommodation including meals,855.29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3439
3441,,International visit to France between 25 January 2024 and 27 January 2024,2024-02-16,2023-12-17,,Visits outside the UK,Jesse Norman,3991,,France,Versailles,To attend the Franco-British Colloque conference.,25/01/2024,27/01/2024,,,Franco-British Colloque Ltd,False,"Station house, Station Approach, East Horsley KT24 6QX",In kind,Hotel Room and food for two nights and a taxi transfer,1009.66,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3441
3350,,International visit to Bahrain between 16 November 2023 and 19 November 2023,2023-12-13,2023-12-17,,Visits outside the UK,Dame Caroline Dinenage,4008,,Bahrain,Manama,"To attend the annual Manama Dialogue: a forum for policymakers and experts to debate and discuss the Middle East’s most pressing foreign policy, defence and security challenges.",16/11/2023,19/11/2023,,,Government of Bahrain,False,"Bahrain Embassy, 30 Belgrave Square, London SW1X 8QB",In kind,Flights and hotel accommodation (value is approximate),1464.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3350
4281,,International visit to Cyprus between 13 February 2024 and 16 February 2024,2024-02-27,2023-12-17,,Visits outside the UK,Paulette Hamilton,4938,,Cyprus,,"Trip with the APPG for Cyprus to understand the political and economic situation in Cyprus, meet members of parliament and government, and visit key historical sites.",13/02/2024,16/02/2024,APPG For Cyprus,,House of Representatives of the Republic of Cyprus,False,"1102 Nicosia, Cyprus",In kind,"Transport, accommodation and meals",752.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/4281
3245,,International visit to Qatar between 07 December 2023 and 12 December 2023,2023-12-21,2023-12-17,,Visits outside the UK,Naz Shah,4409,,Qatar,Doha,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",07/12/2023,12/12/2023,,,Doha Forum,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation and food",7798.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3245
1480,,International visit to Germany between 29 September 2023 and 02 October 2023,2023-10-19,2023-12-17,,Visits outside the UK,Zarah Sultana,4786,,Germany,Berlin,To participate in the Jacobin Transform Conference.,29/09/2023,02/10/2023,,,Jacobin Magazine,False,"388 Atlantic Avenue, Brooklyn, NY 11217, USA",In kind,"Flights (£151), accommodation (£187)",338.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1480
2041,,International visit to Czechia between 04 October 2023 and 08 October 2023,2023-10-30,2023-12-17,,Visits outside the UK,Chris Hazzard,4636,,Czechia,Prague,"To present an update at the Rosa Luxemburg European Summer School on the political situation in Ireland and Britain. Participate in workshops and discussions involving political representatives, social activists and commentators on current political developments in Europe.",04/10/2023,08/10/2023,,,"Rosa Luxemburg Stiftung, London",False,"Pelican House, 144 Cambridge Heath Road, London E1 5QJ",In kind,"Flights (£343,38) and accommodation (£400)",743.38,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/2041
1252,,International visit between 24 September 2023 and 28 September 2023,2023-10-18,2023-12-17,,Visits outside the UK,John Finucane,4823,,United States,Boston,"To brief the Irish Diaspora on political developments in Ireland and to speak at the Edward Kennedy Institute event, marking the 25th Anniversary of the Good Friday Agreement.",24/09/2023,28/09/2023,,,Friends of Sinn Féin USA,False,"5th Floor, 1212 Avenue of the Americas, New York, NY 10036, USA",In kind,"Flights (£988.32), accommodation and subsistence (£872.03)",1868.35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1252
1333,,International visit between 02 October 2023 and 03 October 2023,2023-10-23,2023-12-17,,Visits outside the UK,Jeremy Corbyn,185,,Belgium,Brussels,Keynote speaker at  the Statutory Congress of BTB - Brussels.,02/10/2023,03/10/2023,,,BTB-ABVV (Belgische Transportbond),False,Paardenmarkt 66 – 2000 Antwerpen (Belgium),In kind,Train Travel (£550.81) and accommodation for one night (£301.34),852.15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/1333
3198,,International visit to Kosovo between 19 October 2023 and 22 October 2023,2023-12-08,2023-12-17,,Visits outside the UK,Alicia Kearns,4805,,Kosovo,,"Meetings with Kosovan Government, Parliament, civil society, NATO and police.",19/10/2023,22/10/2023,,,Government of Kosovo,False,"Government Building, Nëna Terezë Square, 10000 Prishtinë, The Republic of Kosovo",In kind,Transport and accommodation for me and a member of staff,1548.59,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3198
3235,,International visit to United States between 29 December 2023 and 02 January 2024,2024-01-17,2023-12-17,,Visits outside the UK,Angela Rayner,4356,,United States,New York,Personal holiday.,29/12/2023,02/01/2024,,,Waheed Ali,True,,In kind,The use of a flat as accommodation for five nights.,1250.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3235
3440,,International visit to Falkland Islands between 20 November 2023 and 25 November 2023,2023-12-18,2023-12-17,,Visits outside the UK,Stephen Morgan,4653,,Falkland Islands,,Delegation to Falkland Islands with The Falkland Islands Legislative Assembly as part of their annual MPs and Peers visits.,20/11/2023,25/11/2023,,,The Falkland Islands Legislative Assembly,False,"Gilbert House, Ross Road, Stanley, Falkland Islands FIQQ 1ZZ",In kind,"Flights (£1,566), accommodation (£756), hospitality and meals (£166.67), transport (£180), gifts and sundries (£137.61)",2806.28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3440
3654,,International visit to Qatar between 09 December 2023 and 12 December 2023,2023-12-20,2023-12-17,,Visits outside the UK,Dr Rupa Huq,4511,,Qatar,Doha,"To participate in the Doha Forum 2023 with a focus on geopolitics, the impact of AI, economic development, defence, cyber and food security; and climate change and sustainability.",09/12/2023,12/12/2023,,,Doha Forum,False,"Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar",In kind,"Flights, accommodation, meal and transportation",5900.00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/3654
