public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/25674,Alister Jack,2022-05-16,8,Miscellaneous,Unpaid Director of Atlantic Solway Holdings Ltd; investment holding company. (Registered 07 July 2017),Atlantic Solway Holdings Ltd,
uk.org.publicwhip/person/25674,Alister Jack,2022-05-16,8,Miscellaneous,Unpaid Director of Cantco Ltd; Lloyds insurance underwriting. (Registered 07 July 2017),Cantco Ltd; Lloyds,
uk.org.publicwhip/person/25675,Christine Jardine,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Scottish Rugby Union,Scottish Rugby Union,
uk.org.publicwhip/person/25675,Christine Jardine,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Scottish Rugby Union,Scottish Rugby Union,
uk.org.publicwhip/person/25675,Christine Jardine,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Scottish Rugby Union,Scottish Rugby Union,
uk.org.publicwhip/person/25675,Christine Jardine,2022-05-16,4,Visits outside the UK,Name of donor: Swiss Foreign Ministry,Swiss Foreign Ministry,
uk.org.publicwhip/person/25675,Christine Jardine,2022-05-16,8,Miscellaneous,"Sole Trader, Christine Jardine Communications (inactive), media consultancy.  (Registered 06 July 2017)",Christine Jardine Communications,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,"Payments from Savanta ComRes, 4 Millbank, London SW1P 3JA. Unless otherwise stated, these payments help meet the costs of my office and support my work as a Member of Parliament.",Savanta ComRes; Parliament,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 14 January 2021 for completion of a survey on 7 January 2021. Hours: 20 mins. (Registered 24 May 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 29 January 2021 for completion of a survey on 5 February 2021. Hours: 20 mins. (Registered 24 May 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 31 March 2021 for completion of a survey on 3 March 2021. Hours: 20 mins. (Registered 24 May 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£60 received on 6 April 2021 for completion of a survey on 31 March 2021. Hours: 15 mins. (Registered 24 May 2021),,60
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 5 May 2021 for completion of a survey on 30 April 2021. Hours: 20 mins. (Registered 24 May 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 24 June 2021 for completion of a survey on 18 June 2021. Hours: 30 mins. (Registered 09 July 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 30 July 2021 for completion of a survey on 14 July 2021. Hours: 30 mins. (Registered 12 August 2021),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 7 September 2021 for completion of a survey on 23 August 2021. Hours: 30 mins. (Registered 07 September 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£75 received on 1 November 2021 for completion of a survey on 20 October 2021. Hours: 30 mins. (Registered 05 November 2021),,75
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT. These payments help meet the costs of my office and support my work as a Member of Parliament.",YouGov; Parliament,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£60 received on 16 April 2021 for completion of a survey on 6 April 2021. Hours: 20 mins. (Registered 04 May 2021),,60
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 30 April 2021 for completion of a survey on 19 April 2021. Hours: 30 mins. (Registered 24 May 2021),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 30 April 2021 for completion of a survey on 23 April 2021. Hours: 40 mins. (Registered 24 May 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 25 May 2021 for completion of a survey on 6 May 2021. Hours: 45 mins. (Registered 16 June 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£40 received on 24 June 2021 for completion of a survey on 15 June 2021. Hours: 15 mins. (Registered 09 July 2021),,40
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 27 July 2021 for completion of a survey on 13 July 2021. Hours: 45 mins. (Registered 12 August 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 6 September 2021 for completion of a survey on 18 August 2021. Hours: 45 mins. (Registered 07 September 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 11 November 2021 for completion of a survey on 1 November 2021. Hours: 45 mins. (Registered 09 December 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£120 received on 11 November 2021 for completion of a survey on 5 November 2021. Hours: 45 mins. (Registered 09 December 2021),,120
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 19 November 2021 for completion of a survey on 19 November 2021. Hours: 30 mins. (Registered 09 December 2021),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 9 December 2021 for completion of a survey on 29 November 2021. Hours: 45 mins. (Registered 06 January 2022),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£150 received on 13 January 2022 for completion of a survey on 6 January 2022. Hours: 45 mins. (Registered 03 February 2022),,150
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 10 March 2022 for completion of a survey on 24 February 2022. Hours: 45 mins. (Registered 24 March 2022),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£100 received on 10 March 2022 for completion of a survey on 1 March 2022. Hours: 45 mins. (Registered 24 March 2022),,100
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,"From 4 May 2018 until 9 May 2022, Mayor of South Yorkshire. Address: 11 Broad Street West, Sheffield, S1 2BQ. From 15 February 2021 until 5 May 2022, I received £79,000 a year, paid monthly. Hours: estimated at approximately 120 hrs a month. This money was used to support good causes and my work as Mayor and MP. Before 15 February 2021, this role was unpaid. (Registered 10 July 2019; updated 15 February 2021 and 12 May 2022)",,"79,000"
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW. These payments help meet the costs of my office and support my work as a Member of Parliament.",Parliament,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,1,Employment and earnings,£225 received on 7 February 2022 for completion of a survey on 24 January 2022. Hours: 1 hr. (Registered 28 February 2022),,225
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Twiggs Grounds Maintenance Ltd,Twiggs Grounds Maintenance Ltd,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Nottingham Forest Football Club Ltd,Nottingham Forest Football Club Ltd,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,8,Miscellaneous,"From 28 June 2018 until 9 May 2022, Board Member (unpaid) of Transport for the North, which was formed to make the case for strategic transport improvements across the North of England. (Registered 10 July 2019; updated 10 May 2022)",Board,
uk.org.publicwhip/person/25067,Dan Jarvis,2022-05-16,8,Miscellaneous,"From 2 November 2020, Vice President (unpaid) of the Local Government Association. (Registered 02 December 2020; updated 12 May 2022)",the Local Government Association,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,1,Employment and earnings,"From 17 August 2020 until 26 June 2021, Adviser and Member of J.P. Morgan EMEA Advisory Council, J.P. Morgan Securities plc, 25 Bank Street, Canary Wharf, London E14 5JP. For providing advice on the global economy, major industries and geo-politics, I received £150,000 a year, paid biannually. Hours: 80-96 hrs a year. I consulted ACoBA about this appointment. (Registered 01 September 2020; updated 21 July 2021)",J.P. Morgan EMEA Advisory Council; J.P. Morgan Securities plc,"150,000"
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,1,Employment and earnings,"From 22 October 2020 until 26 June 2021, Adviser to C3.ai (enterprise AI software provider), 1300 Seaport Boulevard, Redwood City, California, CA 94063. For providing advice on the global economy, geo-politics and market opportunities, I received £151,835 per annum, paid monthly, plus an option for 666.7 common shares per month (with a current approximate market value of £45,000). Hours: 80-96 hrs annually (10-12 days a year). I consulted ACoBA about this appointment. (Registered 10 November 2020; updated 07 December 2020, 21 December 2020 and 21 July 2021)",,"151,835; 45,000"
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Regent Family Office Ltd,Regent Family Office Ltd,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Regent Family Office Ltd,Regent Family Office Ltd,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Sun Mark Ltd,Sun Mark Ltd,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Excool Ltd,Excool Ltd,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Excool Ltd,Excool Ltd,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",,,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in Bristol: (i).,House; Bristol,
uk.org.publicwhip/person/24854,Sajid Javid,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",House in London: (i) and (ii). (Registered 25 February 2013),House,
uk.org.publicwhip/person/25419,Ranil Jayawardena,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Serco UK (Serco Group plc),Serco Group plc,
uk.org.publicwhip/person/25419,Ranil Jayawardena,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"Ringshall Ltd; an investment company. (Registered 05 June 2015; updated 11 December 2017, 15 January 2019 and 03 June 2020)",Ringshall Ltd,
uk.org.publicwhip/person/25419,Ranil Jayawardena,2022-05-16,8,Miscellaneous,"From 16 October 2018, unremunerated Trustee (Director) of Owl and Bear Education; a not-for-profit company set up with the intention of running a free school. (Registered 31 October 2018)",Trustee; Owl; Bear Education,
uk.org.publicwhip/person/25419,Ranil Jayawardena,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my wife, Alison Jayawardena, as part-time Senior Researcher. (Registered 14 June 2016)",Senior Researcher,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,"Payments from Aros Corporation Limited, 112 Eversleigh Road, London SW11 5XB, (formerly Envoy Media, 11 Grosvenor Crescent, London SW1X 7EE), for regular column in Diplomat Magazine. Two hours work per month:",Aros Corporation Limited; Grosvenor Crescent; Diplomat Magazine,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,Payment of £325 expected for an article written on 5 May 2021. Hours: 2 hrs. (Registered 12 May 2021),,325
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,Payment of £325 expected for an article written on 31 August 2021. Hours: 3 hrs. (Registered 01 September 2021),,325
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,Payment of £325 expected for an article written on 16 October 2021. Hours: 2 hrs. (Registered 22 October 2021),,325
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,"Payments from MACE Media Ltd, 8A Lower Grosvenor Place, London SW1W 0EN, for articles written for MACE magazine:",MACE Media Ltd; 8A Lower Grosvenor Place; MACE,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,Payment of £250 expected for an article written on 29 November 2021. Hours: 1.5 hrs. (Registered 30 December 2021),,250
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,Payment of £250 expected for an article written on 20 March 2022. Hours: 1.5 hrs. (Registered 04 April 2022),,250
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,1,Employment and earnings,"Payment of £500 expected from Primary Access and Research Ltd, 64 Eaton Place, London SWIX 8AT, for a speech to the Turf Club on 27 May 2021. Hours: 2 hrs. (Registered 23 June 2021)",Primary Access and Research Ltd; the Turf Club,500
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Peter Cruddas (Lord Cruddas),,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Richard Matthews,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Jon Moynihan,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Jon Moynihan,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Jon Moynihan,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Adrian R B Johnson,,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,7,"(ii) Other shareholdings, valued at more than £70,000","From May 2021, Capital plc; mining equipment and services. (Registered 15 October 2021)",Capital plc,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,7,"(ii) Other shareholdings, valued at more than £70,000","From 30 July 2021, Creightons plc; manufacturer of cosmetics and toiletries. (Registered 15 October 2021)",Creightons plc,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,8,Miscellaneous,"A Vice President of Combat Stress, a charity offering mental health services to veterans. This is an unpaid role. (Registered 15 December 2021)",Combat Stress,
uk.org.publicwhip/person/10312,Bernard Jenkin,2022-05-16,8,Miscellaneous,"On 28 September 2021, I facilitated a donation of £10,000 from the Peter Cruddas Foundation to Combat Stress in respect of a fundraising event held on 11 November 2021. (Registered 16 December 2021)",the Peter Cruddas Foundation; Combat Stress,"10,000"
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys:",YouGov,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"27 May 2021, received £120 for a survey in March 2021. Hours: 30 mins. (Registered 27 May 2021)",,120
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"24 June 2021, received £150 for a survey in April 2021. Hours: 36 mins. (Registered 25 June 2021)",,150
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"27 July 2021, received £160 for a survey in April 2021. Hours: 45 mins. (Registered 30 July 2021)",,160
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"6 September 2021, received £120 for a survey in July 2021. Hours: 30 mins. (Registered 08 September 2021)",,120
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"11 November 2021, received £170. Hours: 45 mins. (Registered 15 November 2021)",,170
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"11 November 2021, received £120. Hours: 30 mins. (Registered 15 November 2021)",,120
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"19 November 2021, received £100. Hours: 20 mins. (Registered 01 December 2021)",,100
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"9 December 2021, received £100. Hours: 30 mins. (Registered 20 December 2021)",,100
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"13 January 2022, received £150. Hours: 40 mins. (Registered 14 January 2022)",,150
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"19 July 2021, received £275 from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for a survey in June 2021. Hours: 1.5 hrs. (Registered 20 July 2021)",,275
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"Payments from Savanta ComRes, 3 Melville Street, Edinburgh EH3 7PE, for surveys:",Savanta ComRes,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"4 March 2021, received £75. Hours: 30 mins. (Registered 30 July 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"1 April 2021, received £75. Hours: 18 mins. (Registered 30 July 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"5 May 2021, received £75. Hours: 24 mins. (Registered 30 July 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"24 June 2021, received £75. Hours: 18 mins. (Registered 30 July 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"29 July 2021, received £100. Hours: 30 mins. (Registered 30 July 2021)",,100
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"6 September 2021, received £75. Hours: 20 mins. (Registered 08 September 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"29 October 2021, received £75. Hours: 20 mins. (Registered 29 October 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,1,Employment and earnings,"3 December 2021, received £75. Hours: 20 mins. (Registered 20 December 2021)",,75
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Lloyd Cockermouth Mini (part of Lloyd Motor Group),Lloyd Cockermouth Mini; Lloyd Motor Group,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: IX Wireless Limited,,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: IX Wireless Limited,,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Michael Wombwell,,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Betting and Gaming Council (BGC),,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Kellogg Brown & Root Ltd,Kellogg Brown & Root Ltd,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,4,Visits outside the UK,Name of donor: The House of Representatives of the Republic of Cyprus,The House of Representatives of the Republic of Cyprus,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,5,Gifts and benefits from sources outside the UK,Name of donor: Entain Operations Ltd,Entain Operations Ltd,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,7,(i) Shareholdings: over 15% of issued share capital,"Until 4 May 2021, Jolievue Holdings Ltd; technical authoring services. (Registered 09 January 2020; updated 05 May 2021)",Jolievue Holdings Ltd,
uk.org.publicwhip/person/25792,Mark Jenkinson,2022-05-16,8,Miscellaneous,"From 24 January 2020, a member of Workington Town Deal Board. This is an unpaid role. (Registered 15 April 2021)",Workington Town Deal Board,
uk.org.publicwhip/person/25431,Andrea Jenkyns,2022-05-16,1,Employment and earnings,"1 July 2019 until 18 September 2021, Director of the National Centre for Higher Education Policy, University of Bolton, Deane Road, Bolton BL3 5AB, for which I received £25,000 a year, paid monthly. Hours: 8 hrs a week. (Registered 01 August 2019; updated 29 June 2020, 25 June 2021 and 24 September 2021)","the National Centre for Higher Education Policy, University of Bolton","25,000"
uk.org.publicwhip/person/25431,Andrea Jenkyns,2022-05-16,1,Employment and earnings,"10 September 2021, received £200 from the BBC, Broadcasting House, Portland Place, London W1A 1AA, for appearing on Any Questions. Hours: 5 hrs. (Registered 08 October 2021)",BBC; Broadcasting House; Portland Place,200
uk.org.publicwhip/person/25431,Andrea Jenkyns,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: IX Wireless Limited,,
uk.org.publicwhip/person/25431,Andrea Jenkyns,2022-05-16,8,Miscellaneous,"From 1 March 2021, Member (unpaid) of the Political Advisory Board of the Foundation for Independence, a pro-Brexit group. (Registered 10 March 2021)",the Political Advisory Board of the Foundation for Independence; pro-Brexit,
uk.org.publicwhip/person/25431,Andrea Jenkyns,2022-05-16,8,Miscellaneous,"From 4 May 2021 until 20 September 2021, Member (unpaid) of the Foundation for Education Development (FED) National Ambassadors Group. (Registered 11 May 2021; updated 23 September 2021)",the Foundation for Education Development; FED; National Ambassadors Group,
uk.org.publicwhip/person/25227,Robert Jenrick,2022-05-16,4,Visits outside the UK,Name of donor: Kingdom of Bahrain Ministry of Foreign Affairs,Kingdom of Bahrain Ministry of Foreign Affairs,
uk.org.publicwhip/person/25227,Robert Jenrick,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",A share in a house in Herefordshire: (i). (Registered 12 June 2015; updated 2 December 2015),,
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"Payments from Hodder and Stoughton UK, Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ, via United Agents, 12-26 Lexington St, London W1F 0LE:",Hodder; Carmelite House; United Agents,
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"21 April 2021, received £1,468.23 for royalties on book already written. Hours: no additional hours. (Registered 11 May 2021)",,"1,468.23"
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"1 October 2021, received £1,396.93 for royalties on book already written. Hours: no additional hours. (Registered 21 October 2021)",,"1,396.93"
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"20 December 2021, received £960.77 for royalties on book already written. Hours: no additional hours. (Registered 13 January 2022)",,960.77
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"26 March 2022, received £2,427.50 for royalties on book already written. Hours: no additional hours. (Registered 19 April 2022)",,"2,427.50"
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"Payments from HarperCollins UK, 1 London Bridge St, London SE1 9GF, via Rogers, Coleridge and White Ltd, 20 Powis Mews, London W11 1JN:","HarperCollins; Rogers,; Coleridge; White Ltd; Powis Mews",
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"23 April 2021, received £482.66 for royalties on books already written. Hours: no additional hours. (Registered 11 May 2021)",,482.66
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"10 November 2021, received £277.81 for royalties on books already written. Hours: no additional hours. (Registered 06 December 2021)",,277.81
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,1,Employment and earnings,"23 March 2022, received £101.64 from the Authors' Licensing & Collecting Society (ALCS), Shackleton House, 4 Battle Bridge Lane, London SE1 2HX, for royalties on books already written. Hours: no additional hours. (Registered 19 April 2022)",Shackleton House,101.64
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Heathrow Airport Limited,,
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 25 January 2018, a 20% share of a residential property in Somerset: (i) and (ii). (Registered 17 January 2019; updated 06 February 2019)",,
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 19 July 2019, a 50% share of a residential property in London: (i) and, from 16 December 2019, (ii). (Registered 07 August 2019; updated 23 December 2019)",,
uk.org.publicwhip/person/10999,Boris Johnson,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 9 April 2021, residential property in Oxfordshire: (i) and, from 14 June 2021, (ii). (Registered 04 May 2021; updated 28 June 2021)",,
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,1,Employment and earnings,"I am employed on a flexible contract as a consultant paediatrician by North West Anglia NHS Foundation Trust, Peterborough City Hospital, Bretton Gate, Bretton, PE3 9GZ. From 1 September 2021 until further notice, I receive an annual salary of £19,028,80. Hours: 336 hrs a year. (Registered 09 January 2017; updated 27 April 2017, 06 July 2017, 13 March 2020 and 16 November 2021)",North West Anglia NHS Foundation Trust; Peterborough City Hospital; PE3 9GZ,"19,028,80"
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,1,Employment and earnings,"21 December 2021, received £100 staff recognition payment. Hours: no additional hours. (Registered 15 February 2022)",,100
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,1,Employment and earnings,"29 January 2022, received £3,462.34 Clinic Excellence Award Scheme payment. Hours: no additional hours. (Registered 15 February 2022)",,"3,462.34"
uk.org.publicwhip/person/25597,Dr Caroline Johnson,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","House in Lincolnshire, owned jointly with my husband: (i). (Registered 09 January 2017)",House,
