ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5
11916,International visit to Falkland Islands between 17 February 2025 and 21 February 2025,,2025-03-24,2025-03-24,,Visits outside the UK,1211,Sir Andrew Mitchell,Falkland Islands,,Study trip; meeting with Parliamentarians from the Falklands; visit Ascension Island and its facilities.,2025-02-17,2025-02-21,,Falkland Islands Government,False,"Office of the Legislative Assembly Gilbert House, Ross Road, Stanley, Falkland Islands, Stanley FIQQ 1ZZ",In kind,"Flights (£1,572.00), accommodation (£636.00), UK taxis (£288.68), Falkland Islands transport (£218.68) meals and hospitality (£386.66)",3102.02,True,https://interests-api.parliament.uk/api/v1/Interests/11916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12065,International visit to United States between 21 February 2025 and 25 February 2025,,2025-03-21,2025-03-24,,Visits outside the UK,5115,Jon Pearce,United States,,Delegation to Washington DC. Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-21,2025-02-25,,Labour Friends of Israel Ltd,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/12065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12040,International visit to United States between 27 February 2025 and 03 March 2025,,2025-03-20,2025-03-20,,Visits outside the UK,4441,Sir Oliver Dowden,United States,San Diego,Inaugural home match for San Diego FC,2025-02-27,2025-03-03,,"Mohamed Mansour, Chairman, San Diego FC",True,,In kind,"Return Flights (£9,217.79), accommodation (£1,851.27), transfers (£462.81), match ticket and hospitality (£617.12)",12148.99,True,https://interests-api.parliament.uk/api/v1/Interests/12040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12032,International visit to Taiwan between 14 February 2025 and 22 February 2025,,2025-03-18,2025-03-19,,Visits outside the UK,5347,David Reed,Taiwan,,"Visit to Taiwan with a delegation from the Taiwan APPG to discuss UK-Taiwan relations, including trade and regional security, and to meet with Taiwanese political and economic leaders.",2025-02-14,2025-02-22,Taiwan APPG,MOFA Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£5325), hotel (£1404), local transportation (£300) and food (£492)",7521.00,True,https://interests-api.parliament.uk/api/v1/Interests/12032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12052,International visit to Taiwan between 14 February 2025 and 25 February 2025,,2025-03-19,2025-03-19,,Visits outside the UK,5302,Noah Law,Taiwan,,"To facilitate the bilateral relations of the United Kingdom and Taiwan, which includes the promotion of trade, mutual understanding and cultural associations between the two countries.",2025-02-14,2025-02-25,British-Taiwanese All-Party Parliamentary Group,Taiwan’s Ministry of Foreign Affairs,False,"2, Ketagalan Blvd., Zhongzheng Dist., Taipei City 100202, Taiwan (R.O.C.)",In kind,"Flights (£4,771), accommodation (£1,404), meals (£492), public transport (£300)",6967.00,True,https://interests-api.parliament.uk/api/v1/Interests/12052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12037,International visit to Oman between 15 February 2025 and 20 February 2025,,2025-03-19,2025-03-19,,Visits outside the UK,4598,Mohammad Yasin,Oman,Muscat,to foster relations between the legal professions in the UK and the sultanate of Oman.,2025-02-15,2025-02-20,,Omani British Lawyer's Association,False,"Al Bathari Building, Al Jami Al Akbar St, Muscat 111, Oman",Monetary,"Flights (£2,260.19) and hotel accommodation (£1,049.28)",3309.54,False,https://interests-api.parliament.uk/api/v1/Interests/12037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044,International visit to Oman between 15 February 2025 and 20 February 2025,,2025-03-18,2025-03-19,,Visits outside the UK,4747,Tahir Ali,Oman,,"To meet senior Omani officials, including parliamentarians, attend strategic briefings by the British Ambassador and UK military leaders, visit British Council projects, and engage with Omani ministers and stakeholders across civil society, energy, healthcare, education, and commerce.",2025-02-15,2025-02-20,,Omani British Lawyers’ Association,False,"Al Bathari Building, Al Jami Al AkbarSt, Muscat 111, Oman",In kind,"Flights (£6,269.15), hotel accommodation (£1,049.28)",7318.44,True,https://interests-api.parliament.uk/api/v1/Interests/12044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11968,International visit to Zimbabwe between 14 February 2025 and 22 February 2025,,2025-03-18,2025-03-18,,Visits outside the UK,5281,Anna Dixon,Zimbabwe,"Harare, Mutoko",Overseas visit to Zimbabwe to see UK Development programmes ‘in-action’ and meet with development experts and partners.,2025-02-14,2025-02-22,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Visa (£43.25), flights and travel (£4208.81), accommodation (£711.67), food and refreshments (£131.90), vaccinations (£189.00), malaria tablets (£52.00)",5466.63,True,https://interests-api.parliament.uk/api/v1/Interests/11968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11897,International visit to Egypt between 08 February 2025 and 10 February 2025,,2025-03-16,2025-03-17,,Visits outside the UK,5067,Tony Vaughan,Egypt,Cairo,"to visit the UNHCR refugee facility and staff, and to meet relevant stakeholders",2025-02-08,2025-02-10,,"The Refugee, Asylum and Migration Policy Project (RAMP)",False,"The Courtyard, High Street, Ascot SL5 7HP",In kind,flights and accommodation,1170.00,False,https://interests-api.parliament.uk/api/v1/Interests/11897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12015,International visit to Spain between 15 February 2025 and 19 February 2025,,2025-03-14,2025-03-14,,Visits outside the UK,1447,Andrew Rosindell,Spain,,To meet with representatives of the Loro Parque Foundation and tour facilitates in relation to animal welfare and conservation efforts.,2025-02-15,2025-02-19,,Loro Parque Foundation,False,"Av. Loro Parque, 38400 Puerto de la Cruz, Santa Cruz de Tenerife, Spain",In kind,"Flights (£1094), accommodation (£1347), meals (£300)",2741.00,True,https://interests-api.parliament.uk/api/v1/Interests/12015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12018,International visit to Taiwan between 14 February 2025 and 22 February 2025,,2025-03-14,2025-03-14,,Visits outside the UK,5192,Helena Dollimore,Taiwan,,"APPG Taiwan cross-party delegation of UK MPs hosted by Government of Taiwan. Meetings with President, Ministers and others.",2025-02-14,2025-02-22,APPG Taiwan,Government of Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Transportation, hotel, and food",7521.00,True,https://interests-api.parliament.uk/api/v1/Interests/12018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006,International visit to Zimbabwe between 15 February 2025 and 21 February 2025,,2025-03-13,2025-03-13,,Visits outside the UK,5065,Rachel Taylor,Zimbabwe,"Harare, Hatcliff, Mutare and Chinhoyi,","Overseas visit to Zimbabwe to see UK Development Projects ""in action"" and meet with development experts and partners",2025-02-15,2025-02-21,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Visa (£43.25), flights and travel (£2182.98), food and refreshments (£131.90), accommodation (£711.67)",3199.80,True,https://interests-api.parliament.uk/api/v1/Interests/12006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,International visit to Taiwan between 14 February 2025 and 22 February 2025,,2025-03-13,2025-03-13,,Visits outside the UK,4785,Dr Ben Spencer,Taiwan,,"Strengthening UK - Taiwanese relations and engagement with Taiwanese leadership, including visits and meetings linked to my role as Shadow DSIT Minister of State.",2025-02-14,2025-02-22,British-Taiwanese All-Party Parliamentary Group,Taiwan’s Ministry of Foreign Affairs,False,"2, Ketagalan Blvd, Zhongzheng Dist, Taipei City 100202, Taiwan",In kind,"Flights (£5325), accommodation (£1404), food and hospitality (£605), transport in Taiwan (£300)",7634.00,True,https://interests-api.parliament.uk/api/v1/Interests/12005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11993,International visit to Zimbabwe between 17 February 2025 and 21 February 2025,,2025-03-11,2025-03-11,,Visits outside the UK,5168,Adam Jogee,Zimbabwe,,"As part of a delegation of MPs (from constituencies across the United Kingdom) to see UK Development programmes ‘in-action’ and meet with development experts, partners and elected representatives.",2025-02-17,2025-02-21,,Coalition for Global Prosperity (CGP),False,"1 Horse Guards Avenue, London SW1A 2HU",In kind,"Visa (£43.25), flights and travel (£1636.76), accommodation	(£711.67), food and refreshments (£131.90)",2653.58,True,https://interests-api.parliament.uk/api/v1/Interests/11993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11995,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-03-11,2025-03-11,,Visits outside the UK,4066,Priti Patel,Germany,Munich,"Attendance at the Munich Security Conference in capacity as Shadow Secretary of State for Foreign, Commonwealth and Development Affairs, to attend and take part in meetings and discussions. (A CCHQ political adviser accompanied me on this trip.)",2025-02-13,2025-02-16,,Munich Security Conference,False,"Karolinenplatz 3, 80333 München, Germany",In kind,"Complimentary airport transfer service for me and a Conservative Party adviser on Thursday 13 February 2025 (Airport-Hotel) and on Sunday 16 February 2025 (Hotel-Airport), approx",420.00,False,https://interests-api.parliament.uk/api/v1/Interests/11995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11964,International visit to Ukraine between 17 February 2025 and 22 February 2025,,2025-03-10,2025-03-10,,Visits outside the UK,5348,David Taylor,Ukraine,"Lviv,  Kyiv","To meet Ukrainian Ministers, Members of Parliament, educational institutions and business to increase UK-Ukrainian relations and to pay tribute at the Wall of the Fallen on the 3rd Anniversary of the Russian invasion. The visit was organised around the anniversary and the Ukraine-UK 100 year Partnership Agreement.",2025-02-17,2025-02-22,,Fincordtech Management,False,"98 Mykhaila Hrushevskoho Stret, Kyiv 01021 Ukraine",In kind,"Flights (from UK to Poland and Moldova to UK), taxis and trains between countries, accommodation in Kyiv and meals during the visit for me and a member of staff",5680.00,False,https://interests-api.parliament.uk/api/v1/Interests/11964,Poland,,,,,,,,,Moldova,,,,,,,,,,,,,,,,,,,,,,
11973,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-03-10,2025-03-10,,Visits outside the UK,4813,Mr Richard Holden,Israel,,Fact finding political delegation to Israel and Occupied Territory,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation, security, internal transportation and meals",3200.00,True,https://interests-api.parliament.uk/api/v1/Interests/11973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11965,International visit to Ukraine between 17 February 2025 and 22 February 2025,,2025-03-07,2025-03-07,,Visits outside the UK,5128,Phil Brickell,Ukraine,,"The visit was dedicated to the Ukraine-UK 100 Year Partnership Agreement, and involved briefings with state officials, civil society, scientific institutions and business on economic, security, anticorruption and sanctions issues.",2025-02-17,2025-02-22,,Fincordtech Management,False,"9B Mykhaila Hrushevskoho Street, Kyiv, 01021 Ukraine",In kind,"International travel, accommodation, and meals (value is approximate)",2840.00,True,https://interests-api.parliament.uk/api/v1/Interests/11965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5071,Paul Waugh,Israel,Occupied Palestinian Territories,"To meet victims of violence in Israel and the West Bank and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11959,International visit to France between 18 February 2025 and 19 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5064,Steve Race,France,Paris,To visit Paris as Co-Chair of the All-Party Parliamentary Group on Nutrition for Development for meetings with French Parliamentarians and partners ahead of the 2025 Paris Nutrition for Growth Summit.,2025-02-18,2025-02-19,,United Against Malnutrition and Hunger,False,"Alliance to End Malnutrition and Hunger Limited, 71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"Travel (£218), accommodation (£170), food and in-country expenses (£67)",455.00,True,https://interests-api.parliament.uk/api/v1/Interests/11959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11953,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-03-06,2025-03-06,,Visits outside the UK,5240,Melanie Ward,Germany,Munich,Attendance at the Munich Security Conference as part of the Women Parliamentarians Programme.,2025-02-13,2025-02-16,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,"Conference attendance, accommodation and some meals",681.00,True,https://interests-api.parliament.uk/api/v1/Interests/11953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11939,International visit to Albania between 30 January 2025 and 03 February 2025,,2025-03-05,2025-03-05,,Visits outside the UK,1447,Andrew Rosindell,Albania,,The visit was organised and hosted by the Albanian Conservative Institute in order to meet with representatives of the Democratic Party who are both the official opposition and the sister party to the UK Conservative Party.,2025-01-30,2025-02-03,,Albanian Conservative Institute,False,"Kompleksi Delijorgji, Godina BB1, Bulevardi Gjergj Fishta, 1001, Tiranë",In kind,"Return flights UK/Albania (250 euros),  4 nights accommodation  @ 80 euros per night (320 euros), subsistence and transfers (230 euros)",700.00,True,https://interests-api.parliament.uk/api/v1/Interests/11939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,International visit to Taiwan between 15 February 2025 and 22 February 2025,,2025-03-05,2025-03-05,,Visits outside the UK,4267,Sarah Champion,Taiwan,,To lead an APPG Taiwan cross party delegation as Co-Chair of the APPG,2025-02-15,2025-02-22,APP Taiwan,MOFA Taiwan,False,"50 Grosvenor Gardens, London SW1W 0EB",In kind,"Flights (£4,130), hotel (approx. £1,404), local transportation (approx £552) and food (approx. £861) (the costs are for me and my partner)",6947.00,False,https://interests-api.parliament.uk/api/v1/Interests/11950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11926,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-04,2025-03-04,,Visits outside the UK,5322,Mr Will Forster,Israel,,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11926,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11918,International visit to United States between 22 February 2025 and 25 February 2025,,2025-03-03,2025-03-04,,Visits outside the UK,5010,Damien Egan,United States,Washington DC,Delegation to Washington DC.  Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-25,,Labour Friends of Israel Ltd,False,"BM LFI, London WC1N 2XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11907,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,345,Sir Edward Leigh,Israel,,"To meet victims of violence in Israel and the West Bank, and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11907,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,International visit to Falkland Islands between 16 February 2025 and 22 February 2025,,2025-03-01,2025-03-03,,Visits outside the UK,5280,Seamus Logan,Falkland Islands,"Stanley, Goose Green, San Carlos, RAF Mt Pleasant",To develop a better understanding of issues affecting the Falkland Islands,2025-02-16,2025-02-22,,Falkland Islands Government,False,"C/O 14, Broadway, London SW1 0BH",In kind,"Flights (£1,572.00), accommodation (£636.00), UK taxis (£390.80), Falkland Islands transport (£218.68), meals (£235.28), wreaths (£28.08), insurance (£25.00), Wi-Fi access (£56.00), gifts (£37.30), museum (£5.00)",3204.14,True,https://interests-api.parliament.uk/api/v1/Interests/11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11903,International visit to United States between 22 February 2025 and 26 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,1521,Mrs Sharon Hodgson,United States,Washington D.C.,Delegation to Washington DC. Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-26,,Labour Friends of Israel,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation, and meals (value £2,500)",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11905,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,5078,Pippa Heylings,Israel,Occupied Palestinian Territories,"To meet victims of violence in Israel and the West Bank, and a range of individuals and organisations, to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.",2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road, London NW5 4BA",In kind,"Flights, accommodation, hospitality and travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11691,International visit to United States between 14 January 2025 and 16 January 2025,,2025-02-26,2025-03-03,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington DC,To attend a dinner on internal policy hosted by Todd Ricketts,2025-01-14,2025-01-16,,Todd Ricketts,True,,In kind,"Flights (£9,539.87) and transport (£457)",9996.87,True,https://interests-api.parliament.uk/api/v1/Interests/11691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11904,International visit to United States between 22 February 2025 and 25 February 2025,,2025-03-03,2025-03-03,,Visits outside the UK,5112,Luke Akehurst,United States,Washington DC,Delegation to Washington DC. Meetings with US politicians and civil servants. Attending AIPAC Congressional Summit 2025.,2025-02-22,2025-02-25,,Labour Friends of Israel Ltd,False,"BM LFI, London WC1N 3XX",In kind,"Flights, accommodation and meals",2500.00,True,https://interests-api.parliament.uk/api/v1/Interests/11904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11896,International visit to United States between 01 February 2025 and 06 February 2025,,2025-02-28,2025-02-28,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington DC,"To speak at a dinner hosted by the University of Notre Dame, Australia",2025-02-01,2025-02-06,,The University of Notre Dame Australia,False,"19 Mouat Street, Freemantle, Western Australia 6959, Australia",In kind,"Flights (£2,865) and accommodation (£1,598.31)",4463.31,True,https://interests-api.parliament.uk/api/v1/Interests/11896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11868,International visit to United States between 02 February 2025 and 05 February 2025,,2025-02-28,2025-02-28,,Visits outside the UK,4371,Brendan O'Hara,United States,Washington DC,Attendance and participation at the IRF Summit which brings together a broad coalition of partners that passionately supports religious freedom or belief around the globe.,2025-02-02,2025-02-05,"APPG on International Law, Justice & Accountability","The FORB Foundation, Matthew Jones, Secretariat to APPG FoRB",False,"3 Thronbury Close, Merthyr Tydfil CF48 1HP",In kind,"Accommodation (£315), flights (£849.92) and free ticket entry to IRF Summit",1164.92,True,https://interests-api.parliament.uk/api/v1/Interests/11868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,5108,Sam Rushworth,Israel,"Jerusalem, Nova Festival Site",To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Yachad, Star House 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11895,Palestine,"Hebron, Ramallah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11882,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,4844,Matt Vickers,Israel,,Fact finding political delegation,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd,False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality",3200.00,True,https://interests-api.parliament.uk/api/v1/Interests/11882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11889,International visit to France between 17 February 2025 and 18 February 2025,,2025-02-27,2025-02-27,,Visits outside the UK,1512,David Mundell,France,Paris,To visit Paris as Co-Chair of the All-Party Parliamentary Group on Nutrition for Development for meetings with French Parliamentarians and partners ahead of the 2025 Paris Nutrition for Growth Summit.,2025-02-17,2025-02-18,Nutrition for Development,United Against Malnutrition and Hunger,False,"71-75 Shelton Street, Covent Garden, London WC2H 9JQ",In kind,"Flight and Eurostar (£450), accommodation (£500), food and in-country expenses (£5)",955.00,True,https://interests-api.parliament.uk/api/v1/Interests/11889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11690,International visit to Taiwan between 11 January 2025 and 14 January 2025,,2025-02-26,2025-02-26,,Visits outside the UK,4462,Tom Tugendhat,Taiwan,Taipei City,Meeting with parliamentarians to discuss national security issues,2025-01-11,2025-01-14,,Taiwan Ministry of Foreign Affairs,False,"2 Ketagalan Boulevard, Zhongzheng District, Taipei City, 100202, Taiwan",In kind,"Flights (£3,808), accommodation (£861), meals (£428) and transport (£200) for me and a member of staff",5297.00,False,https://interests-api.parliament.uk/api/v1/Interests/11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11884,International visit to Belgium between 06 December 2024 and 07 December 2024,,2025-02-26,2025-02-26,,Visits outside the UK,5265,James MacCleary,Belgium,Brussels,Speaking in my capacity as Liberal Democrat Europe Spokesperson at the EDP Congress,2024-12-06,2024-12-07,,European Democratic Party,False,"Rue Montoyer 25, 1000 Brussels, Belgium",In kind,Travel and accommodation,432.02,True,https://interests-api.parliament.uk/api/v1/Interests/11884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11883,International visit to Israel between 17 February 2025 and 21 February 2025,,2025-02-26,2025-02-26,,Visits outside the UK,4608,John Lamont,Israel,Tel Aviv and Jerusalem,Fact finding political delegation,2025-02-17,2025-02-21,,Conservative Friends of Israel Ltd (CFI Ltd),False,"CFI Ltd, PO Box 72288, London SW1P 9LB",In kind,"Air travel, accommodation and hospitality for a trip to Israel",3200.00,False,https://interests-api.parliament.uk/api/v1/Interests/11883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11865,International visit to Germany between 13 February 2025 and 16 February 2025,,2025-02-25,2025-02-25,,Visits outside the UK,5341,Laura Kyrke-Smith,Germany,Munich,Attending MSC 2025 as a Member of the MSC Women Parliamentarians Program,2025-02-13,2025-02-16,,Stiftung Münchner Sicherheitskonferenz gGmbH,False,"Karolinenplatz 3, 80333 Munich, Germany",In kind,Accommodation (incl. breakfast) and one dinner,678.00,True,https://interests-api.parliament.uk/api/v1/Interests/11865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11747,International visit to Colombia between 21 October 2024 and 28 October 2024,,2025-02-03,2025-02-25,,Visits outside the UK,5078,Pippa Heylings,Colombia,Cali,"Cross-Party MP Delegation to the United Nations Conference on Biodiversity COP16 in Cali, Colombia",2024-10-21,2024-10-28,International Conservation,International Conservation Caucus Foundation,False,"71-75 Shelton Street, Covent Garden, London 
WC2H 9JQ",In kind,"Flights (£1225)
Accommodation (£515)",1740.00,True,https://interests-api.parliament.uk/api/v1/Interests/11747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11748,International visit to Azerbaijan between 17 November 2024 and 22 November 2024,,2025-02-03,2025-02-25,,Visits outside the UK,5078,Pippa Heylings,Azerbaijan,Baku,Liberal Democrat Spokesperson for Energy Security and Net Zero as member of cross-party MP delegation to United Nations Conference on Climate Change COP29 in Baku,2024-11-17,2024-11-22,,Adam Management Holdings,False,"One Canada Square Canary Wharf,
London 
E14 5AA",In kind,"Flights (£1800)
Accommodation (£800)",2600.00,True,https://interests-api.parliament.uk/api/v1/Interests/11748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11861,International visit to Israel between 16 February 2025 and 20 February 2025,,2025-02-24,2025-02-24,,Visits outside the UK,5188,Tracy Gilbert,Israel,OPTs,To meet victims of violence in Israel and the West Bank and a range of individuals and organisations to understand the steps needed to achieve a resolution to the Israel-Palestine conflict and to respond to the humanitarian situation in Gaza.,2025-02-16,2025-02-20,,Yachad,False,"Star House, 104-108 Grafton Road NW5 4BA",In kind,"Flights, accommodation, hospitality, travel",1958.00,True,https://interests-api.parliament.uk/api/v1/Interests/11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11836,International visit to Albania between 31 January 2025 and 02 February 2025,,2025-02-19,2025-02-19,,Visits outside the UK,3957,Martin Vickers,Albania,Tirana,"Meetings with politicians, business leaders, academics and media representatives to discuss current political and economic situation",2025-01-31,2025-02-02,Albania and Kosovo,Albanian Conservative Institute,False,"Kompleksi Deliorgji, Godina BB1, Bulevardi Gjergi Fishta, Njesia Administrative nr.7, Kodi postal 1001, Tirana",In kind,"accommodation (£133), flights (£158) and hospitality (£75)",366.00,False,https://interests-api.parliament.uk/api/v1/Interests/11836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11811,International visit to Germany between 06 February 2025 and 09 February 2025,,2025-02-15,2025-02-17,,Visits outside the UK,5174,Fred Thomas,Germany,,Policy study visit to compare the political situations in the UK vs Germany.,2025-02-06,2025-02-09,,Progressive Britain,False,"Progressive Britain Ltd, New Derwent House, 69-73 Theobalds Road, London WC1X 8TA",In kind,"Flights, accommodation and meals",586.60,True,https://interests-api.parliament.uk/api/v1/Interests/11811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11808,International visit to Jordan between 17 January 2025 and 21 January 2025,,2025-02-14,2025-02-14,,Visits outside the UK,5326,Edward Morello,Jordan,,"Meetings with: HM King of Jordan, The Foreign Minister, House of Representatives Foreign Affairs Committee, Senate Foreign Affairs Committee, the Speaker of the House of Representatives,  Jordanian Military, UNRWA.",2025-01-17,2025-01-21,,Embassy of the Kingdom of Jordan,False,"6 Upper Phillimore Gardens, London W8 7HA",In kind,"air fare (£850) accommodation, food and transport (£1,000)",1850.00,True,https://interests-api.parliament.uk/api/v1/Interests/11808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
