ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,DonationSource,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link_1
8058,,"Gary Lubner - £15,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Natalie Fleet,5053,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,15000.00,,,,True,Gary Lubner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8058
8068,,"Unite the Union - £5,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Mark Sewards,5166,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for campaigning,5000.00,,,,True,Unite the Union,"Unite House, 128 Theobalds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8068
8110,,"Jonathan Neil Mendelsohn - £6,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dan Norris,221,(b) Any other support not included in Category 2(a),Cash,,6000.00,31/01/2024,29/02/2024,,True,Jonathan Neil Mendelsohn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8110
8120,,"Gitte Dawson - £5,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Sarah Dyke,4995,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my election campaign,5000.00,,,,True,Gitte Dawson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8120
8099,,"Rupert Keeley - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,5000.00,23/05/2024,23/05/2024,,True,Rupert Keeley,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8099
8100,,"Katherine Soanes - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,2000.00,24/05/2024,24/05/2024,,True,Katherine Soanes,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8100
8285,,"GMB Midlands - £1,623.88",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Gen Kitchen,5011,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1623.88,,,,True,GMB Midlands,"542 Woodborough Rd, Mapperley, Nottingham 	NG3 5FJ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8285
8432,,"Abdul Satter Shere-Mohammod - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Amanda Martin,5294,(b) Any other support not included in Category 2(a),Cash,,5000.00,13/06/2024,13/06/2024,,True,Abdul Satter Shere-Mohammod,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8432
8379,,"Helen Heathfield - £8,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,8000.00,,,,True,Helen Heathfield,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8379
8377,,"Frederick Mulder - £2,500.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2500.00,,,,True,Frederick Mulder,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8377
8520,,"Jesse Armstrong - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Helen Hayes,4510,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Jesse Armstrong,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8520
7806,,"Gary Lubner - £15,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Jen Craft,5056,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,to support Labour Candidates,15000.00,,,,True,Gary Lubner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7806
7857,,"Lucy Nethsingha - £6,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Caroline Voaden,5216,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,6000.00,,,,True,Lucy Nethsingha,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7857
7880,,"Labour Party Campaign for International Development - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Phil Brickell,5128,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Labour Party Campaign for International Development,"c/o The Labour Party, 20 Rushworth Street, London SE1 0SS",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7880
7938,,"UNISON - £1,250.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Emma Foody,5029,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1250.00,,,,True,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7938
7178,,"Labour Together Limited - £10,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Matt Turmaine,5130,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,Labour Together Limited,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7178
7990,,"Unite The Union - £5,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Frank McNally,5183,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Unite The Union,"128 Theobalds Road, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7990
8013,,"Nicola Jones - £2,400.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Clive Jones,5207,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for Borough wide election campaigning,2400.00,,,,True,Nicola Jones,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8013
8114,,"Gary Lubner - £15,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Marie Tidball,5098,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,15000.00,,,,True,Gary Lubner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8114
8117,,"Community Union - £1,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Marie Tidball,5098,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1000.00,,,,True,Community Union,"465c Caledonian Road, London N7 9GX",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8117
8051,,"Fire Brigades Union - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Andy McDonald,4269,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Fire Brigades Union,"Bradley House, 68 Coombe Road, Kingston-upon-Thames KT2 7AE",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8051
8053,,"Community Trade Union - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Carolyn Harris,4480,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for the 2024 election campaign,2000.00,,,,True,Community Trade Union,"Pembroke House, 20 Cathedral Road, Cardiff CF11 9LJ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8053
8085,,"Helene Leeming - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ian Sollom,5096,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Helene Leeming,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8085
8088,,"Stephen Drew - £3,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ian Sollom,5096,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,3000.00,,,,True,Stephen Drew,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8088
8095,,"David Kogan Ltd - £2,010.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,2010.00,22/01/2024,22/01/2024,,True,David Kogan Ltd,"Beacon House, 113 Kingsway, London WC2B 6PP",Company,David Kogan Ltd,,11870524,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/8095
8097,,"Stuart Roden - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,5000.00,15/04/2024,15/04/2024,,True,Stuart Roden,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8097
8185,,"RMT (National Union of Rail, Maritime and Transport Workers) - £3,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Kate Osborne,4783,(b) Any other support not included in Category 2(a),Cash,support for candidacy at election for parliamentary office,3000.00,05/06/2024,05/06/2024,,True,"RMT (National Union of Rail, Maritime and Transport Workers)","39 Chalton Street, London NW1 1JD",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8185
8188,,"Musicians' Union - £3,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Peter Swallow,5165,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,3000.00,,,,True,Musicians' Union,"30 Snowfields, London SE1 3SU",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8188
5114,,"Labour Together - £6,981.75",2024-04-05,2024-07-31,2024-07-30,Donations and other support (including loans) for activities as an MP,Ian Murray,3966,(b) Any other support not included in Category 2(a),InKind,A secondee provided to support me in my front bench role as Shadow Secretary of State for Scotland between 1 April 2024 and 30 September 2024,6981.75,01/04/2024,01/04/2024,30/05/2024,True,Labour Together,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5114
7871,,"Edward Van Cutsem - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Aphra Brandreth,5241,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Edward Van Cutsem,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7871
8434,,"John Kirkland - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Linsey Farnsworth,5107,(b) Any other support not included in Category 2(a),Cash,,5000.00,22/01/2024,22/01/2024,,True,John Kirkland,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8434
8486,,"Maria Gee - £7,500.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Clive Jones,5207,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,7500.00,,,,True,Maria Gee,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8486
8375,,"Edward Bulmer - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Edward Bulmer,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8375
8384,,"Richard Priestley - £3,500.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,3500.00,,,,True,Richard Priestley,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8384
8400,,"Gitte Dawson - £10,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Anna Sabine,5286,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Donation to fund campaign offices for Frome & East Somerset,10000.00,,,,True,Gitte Dawson,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8400
8380,,"Jill Hanna - £9,145.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,9145.00,,,,True,Jill Hanna,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8380
8470,,"Gary Grant - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Clive Jones,5207,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Gary Grant,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8470
6405,,"Stainton March Ltd - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Shockat Adam,5120,(b) Any other support not included in Category 2(a),Cash,for campaigning,5000.00,05/04/2024,05/04/2024,,True,Stainton March Ltd,"20 Brickfield RD, Birmingham B25 8HE",Company,Stainton March Ltd,,13076450,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/6405
8525,,"Wilson Callaghan - £26,119.69",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Rachel Blake,5257,(b) Any other support not included in Category 2(a),Cash,,26119.69,28/07/2023,28/07/2023,,True,Wilson Callaghan,"Collins and Company, Suite 3, 4th Floor Congress House, Lyon Road, Harrow HA1 2EN",Company,Wilson Callaghan,,06419181,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/8525
8533,,"UNISON Greater London Region - £6,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Rachel Blake,5257,(b) Any other support not included in Category 2(a),Cash,,6000.00,22/04/2024,22/04/2024,,True,UNISON Greater London Region,"Congress House, 23-28 Great Russell Street, London WC1B 3LS",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8533
7849,,"Andrew Cribb - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,David Smith,5218,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for the North Northumberland Labour Party general election campaign,2000.00,,,,True,Andrew Cribb,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7849
7980,,"Labour Together Ltd - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dan Tomlinson,5282,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Labour Together Ltd,"Langley House, Park Road, London N2 8EY",Company,Labour Together Ltd,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7980
7922,,"David Kogan Ltd - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Lucy Rigby,5333,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Campaigning as a candidate for Parliament,2000.00,,,,True,David Kogan Ltd,"Beacon House, 113 Kingsway, London WC2B 6PP",Company,David Kogan Ltd,,11870524,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7922
8204,,"Martin Smith - £1,850.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Roz Savage,5352,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,1850.00,,,,True,Martin Smith,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8204
7977,,"Unite the Union - £10,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Markus Campbell-Savours,5124,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,donation paid to Labour Party to support general election campaign work in Penrith and Solway,10000.00,,,,True,Unite the Union,"128 Theobalds Road, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7977
8112,,"Professor Matthew Oakshott - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Marie Tidball,5098,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Professor Matthew Oakshott,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8112
8057,,"Matthew Oakeshott - £1,500.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Melanie Onn,4464,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,to support the constituency party through the general election,1500.00,,,,True,Matthew Oakeshott,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8057
8059,,"Matthew Oakeshott - £1,500.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Melanie Onn,4464,(b) Any other support not included in Category 2(a),Cash,to support me in the lead up to the General Election,1500.00,03/11/2023,03/11/2023,,True,Matthew Oakeshott,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8059
8111,,"Jonathan Neil Mendelsohn - £10,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dan Norris,221,(b) Any other support not included in Category 2(a),Cash,,10000.00,15/02/2024,29/02/2024,,True,Jonathan Neil Mendelsohn,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8111
8118,,"Paul Strasberger - £13,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Sarah Dyke,4995,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my election campaign,13000.00,,,,True,Paul Strasberger,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8118
8098,,"David Kogan Ltd - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,2000.00,13/05/2024,13/05/2024,,True,David Kogan Ltd,"Beacon House, 113 Kingsway, London WC2B 6PP",Company,David Kogan Ltd,,11870524,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/8098
8102,,"Matoula Ploumidi - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,2000.00,28/05/2024,28/07/2024,,True,Matoula Ploumidi,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8102
8103,,"Clive Hollick - £7,500.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Joe Powell,5229,(b) Any other support not included in Category 2(a),Cash,,7500.00,28/05/2024,28/05/2024,,True,Clive Hollick,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8103
8280,,"John Mann - £2,322.37",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Gen Kitchen,5011,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2322.37,,,,True,John Mann,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8280
6306,,"Unite the Union - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Sally Jameson,5178,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Unite the Union,"128 Theobalds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/6306
8433,,"Unite - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Amanda Martin,5294,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Unite,"128 Theobalds Road, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8433
8374,,"Caroline Arthur - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2000.00,,,,True,Caroline Arthur,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8374
8381,,"Jacqueline Jones - £10,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,Jacqueline Jones,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8381
8705,,"Labour Campaign for International Development - £2,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Sam Rushworth,5108,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,Campaign funds,2000.00,,,,True,Labour Campaign for International Development,"LCID c/o The Labour Party, 20 Rushworth St, London SE1 0SS",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8705
7995,,"Labour North West - £11,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Patrick Hurley,5052,(b) Any other support not included in Category 2(a),Cash,,11000.00,24/01/2024,24/01/2024,,True,Labour North West,"Rutherford House, Floor 2, Suite 6B Warrington Road, Birchwood WA3 6ZH",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7995
8000,,"Sefton Labour Group - £4,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Patrick Hurley,5052,(b) Any other support not included in Category 2(a),Cash,,4000.00,28/05/2024,28/05/2024,,True,Sefton Labour Group,"Labour Group Office, Town Hall, Oriel Road, Bootle L20 7AE",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8000
7927,,"IPGL Limited - £2,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Alan Mak,4484,(b) Any other support not included in Category 2(a),Cash,,2000.00,26/07/2024,26/07/2024,,True,IPGL Limited,"3rd Floor,  39 Sloane Street, London SW1X 9LP",Company,IPGL Limited,,2011009,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7927
7163,,"Labour Together Limited - £10,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Gordon McKee,5189,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,10000.00,,,,True,Labour Together Limited,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7163
8537,,"United and Cecil Club - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Wendy Morton,4358,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for my general election campaign,5000.00,,,,True,United and Cecil Club,"97 Mill Hill Road, London, W3 8JF",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8537
8398,,"Alan Butler - £2,500.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Ben Spencer,4785,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,InKind,"Staffing costs to cover the services of my election agent, through the period 1 March to 31 July 2024 to a total value of £2500",2500.00,,,,True,Alan Butler,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8398
8224,,"Union of Shop, Distributive and Allied Workers (USDAW) - £2,000.00",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Jeff Smith,4456,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,to support my General Election campaign,2000.00,,,,True,"Union of Shop, Distributive and Allied Workers (USDAW)","Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8224
8199,,"GMB Midlands - £8,818.66",2024-07-30,2024-07-31,,Donations and other support (including loans) for activities as an MP,Laurence Turner,5234,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,for print costs associated with my election campaign,8818.66,,,,True,GMB Midlands,"542 Woodborough Road, Mapperley, Nottingham NG3 5FJ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8199
7648,,"Gary Lubner - £15,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Alice Macdonald,5133,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,15000.00,,,,True,Gary Lubner,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7648
7949,,"GMB Union - £5,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Callum Anderson,5193,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,to support my general election campaign,5000.00,,,,True,GMB Union,"Mary Turner House, 22 Stephenson Way, London NW1 2HD",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7949
7951,,"Labour Together Limited - £10,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Callum Anderson,5193,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,To support my general election campaign,10000.00,,,,True,Labour Together Limited,"Langley House, Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/7951
8207,,"Andy Lichnowski - £5,550.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Dr Roz Savage,5352,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5550.00,,,,True,Andy Lichnowski,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8207
7991,,"Usdaw - £5,000.00",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Frank McNally,5183,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Usdaw,"Quays, Voyager Building, 2 Furness Quay, Salford, Manchester M50 3XZ",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/7991
8001,,Jane Brand - £834.00,2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Chris Ward,5276,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,loan to cover campaign expenses during the 2024 general election,834.00,,,,True,Jane Brand,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8001
8003,,"Jane Brand - £1,333.33",2024-07-29,2024-07-31,,Donations and other support (including loans) for activities as an MP,Chris Ward,5276,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,loan to cover campaign expenses during the 2024 general election,1333.33,,,,True,Jane Brand,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8003
8389,,"Richard Darling - £2,100.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Ellie Chowns,5249,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,2100.00,,,,True,Richard Darling,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8389
8363,,"Unite - £5,000.00",2024-07-31,2024-07-31,,Donations and other support (including loans) for activities as an MP,Imran Hussain,4394,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Cash,,5000.00,,,,True,Unite,"Unite House, 128 Theobalds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/8363
